gene,gene_name,archetype,coverage_expr,spatial_score,c_cut_used,s_cut_used
ENSG00000261071,ENSG00000261071,IV: Basal,0.008805752396832,0.1057147805982132,0.0711233847436431,0.17284353444795048
ENSG00000225921,NOL7,I: Ubiquitous,0.2808461859107962,0.0699415859252051,0.0711233847436431,0.17284353444795048
ENSG00000010017,RANBP9,I: Ubiquitous,0.149880158399333,0.0773192990420815,0.0711233847436431,0.17284353444795048
ENSG00000050393,MCUR1,I: Ubiquitous,0.1791892455189662,0.0424607223844518,0.0711233847436431,0.17284353444795048
ENSG00000180537,RNF182,IV: Basal,0.0072426010837849,0.1466444183985116,0.0711233847436431,0.17284353444795048
ENSG00000112149,CD83,I: Ubiquitous,0.0772978324301792,0.124550331042618,0.0711233847436431,0.17284353444795048
ENSG00000230631,ENSG00000230631,IV: Basal,0.005288661942476,0.11785215966235,0.0711233847436431,0.17284353444795048
ENSG00000008083,JARID2,I: Ubiquitous,0.1229939558149228,0.0994396414013774,0.0711233847436431,0.17284353444795048
ENSG00000047579,DTNBP1,I: Ubiquitous,0.0969414339308045,0.0598056424789727,0.0711233847436431,0.17284353444795048
ENSG00000007944,MYLIP,I: Ubiquitous,0.0918872446852855,0.0636963970554058,0.0711233847436431,0.17284353444795048
ENSG00000137198,GMPR,I: Ubiquitous,0.1411525635681534,0.0838628012539726,0.0711233847436431,0.17284353444795048
ENSG00000124788,ATXN1,I: Ubiquitous,0.2807419758232597,0.1287632605189663,0.0711233847436431,0.17284353444795048
ENSG00000272341,ENSG00000272341,IV: Basal,0.0169341392246769,0.1158095028581483,0.0711233847436431,0.17284353444795048
ENSG00000112186,CAP2,IV: Basal,0.0567423926636098,0.0981628680485899,0.0711233847436431,0.17284353444795048
ENSG00000137414,FAM8A1,I: Ubiquitous,0.0979835348061692,0.0848538133213168,0.0711233847436431,0.17284353444795048
ENSG00000124789,NUP153,I: Ubiquitous,0.1405273030429345,0.0730164008743713,0.0711233847436431,0.17284353444795048
ENSG00000137177,KIF13A,I: Ubiquitous,0.1217434347644852,0.0982070931323864,0.0711233847436431,0.17284353444795048
ENSG00000137364,TPMT,I: Ubiquitous,0.1792674030846185,0.0408737286260273,0.0711233847436431,0.17284353444795048
ENSG00000165097,KDM1B,IV: Basal,0.0356137974155898,0.0537844999442743,0.0711233847436431,0.17284353444795048
ENSG00000124795,DEK,I: Ubiquitous,0.2653449353897457,0.0879499309555204,0.0711233847436431,0.17284353444795048
ENSG00000137393,RNF144B,I: Ubiquitous,0.142403084618591,0.1309425051835049,0.0711233847436431,0.17284353444795048
ENSG00000228412,LNC-LBCS,I: Ubiquitous,0.0787307211338057,0.1147822496395867,0.0711233847436431,0.17284353444795048
ENSG00000172201,ID4,I: Ubiquitous,0.1110358482701125,0.0609264696860009,0.0711233847436431,0.17284353444795048
ENSG00000172197,MBOAT1,IV: Basal,0.0246456857023759,0.1132956700594858,0.0711233847436431,0.17284353444795048
ENSG00000112242,E2F3,IV: Basal,0.0299082951229679,0.0976793988062209,0.0711233847436431,0.17284353444795048
ENSG00000145996,CDKAL1,I: Ubiquitous,0.2365308461859108,0.1365475848278533,0.0711233847436431,0.17284353444795048
ENSG00000283480,ENSG00000283480,IV: Basal,0.0073468111713213,0.0690447116175201,0.0711233847436431,0.17284353444795048
ENSG00000124766,SOX4,I: Ubiquitous,0.2980408503543143,0.1146456102217407,0.0711233847436431,0.17284353444795048
ENSG00000272168,CASC15,I: Ubiquitous,0.1304710295956648,0.1181852710676566,0.0711233847436431,0.17284353444795048
ENSG00000260455,NBAT1,IV: Basal,0.0097696957065443,0.0867376730684644,0.0711233847436431,0.17284353444795048
ENSG00000146038,DCDC2,I: Ubiquitous,0.3755471029595665,0.1281372868055721,0.0711233847436431,0.17284353444795048
ENSG00000124532,MRS2,I: Ubiquitous,0.1729366402667778,0.0657137492778605,0.0711233847436431,0.17284353444795048
ENSG00000112293,GPLD1,IV: Basal,0.0102386411004585,0.080376078578113,0.0711233847436431,0.17284353444795048
ENSG00000112294,ALDH5A1,I: Ubiquitous,0.0834462275948311,0.1055970325074518,0.0711233847436431,0.17284353444795048
ENSG00000111802,TDP2,I: Ubiquitous,0.1062682367653188,0.0636732452577648,0.0711233847436431,0.17284353444795048
ENSG00000112304,ACOT13,I: Ubiquitous,0.1098634847853272,0.0569168151036093,0.0711233847436431,0.17284353444795048
ENSG00000272345,ENSG00000272345,IV: Basal,0.0057836598582742,0.0963140343398563,0.0711233847436431,0.17284353444795048
ENSG00000112308,C6orf62,I: Ubiquitous,0.2996821592330138,0.0393060838133464,0.0711233847436431,0.17284353444795048
ENSG00000112312,GMNN,IV: Basal,0.0506461025427261,0.0872214324369743,0.0711233847436431,0.17284353444795048
ENSG00000111913,RIPOR2,IV: Basal,0.0075552313463943,0.1534406733665437,0.0711233847436431,0.17284353444795048
ENSG00000079691,CARMIL1,I: Ubiquitous,0.3216704877032096,0.1159319277483187,0.0711233847436431,0.17284353444795048
ENSG00000124568,SLC17A1,IV: Basal,0.008597332221759,0.1456374226288074,0.0711233847436431,0.17284353444795048
ENSG00000124564,SLC17A3,IV: Basal,0.0062005002084201,0.1558477886935395,0.0711233847436431,0.17284353444795048
ENSG00000112343,TRIM38,I: Ubiquitous,0.1285170904543559,0.0727023928621144,0.0711233847436431,0.17284353444795048
ENSG00000272462,LINC02980,IV: Basal,0.0085452271779908,0.0795283483757335,0.0711233847436431,0.17284353444795048
ENSG00000124610,H1-1,IV: Basal,0.0357180075031263,0.1345377665616667,0.0711233847436431,0.17284353444795048
ENSG00000187837,H1-2,I: Ubiquitous,0.1241663192997082,0.0884197089685914,0.0711233847436431,0.17284353444795048
ENSG00000010704,HFE,IV: Basal,0.0190443934972905,0.077526151672028,0.0711233847436431,0.17284353444795048
ENSG00000197061,H4C3,II: Gradient,0.4394278866194248,0.1999959610054092,0.0711233847436431,0.17284353444795048
ENSG00000180596,H2BC4,IV: Basal,0.0095612755314714,0.0977351673358413,0.0711233847436431,0.17284353444795048
ENSG00000180573,H2AC6,I: Ubiquitous,0.0762817840766986,0.0744807539715846,0.0711233847436431,0.17284353444795048
ENSG00000168298,H1-4,IV: Basal,0.0478584827011254,0.086152672742634,0.0711233847436431,0.17284353444795048
ENSG00000158373,H2BC5,IV: Basal,0.0183149228845352,0.0661031412714544,0.0711233847436431,0.17284353444795048
ENSG00000274290,H2BC6,IV: Basal,0.0079720716965402,0.0766458430005992,0.0711233847436431,0.17284353444795048
ENSG00000158406,H4C8,IV: Basal,0.0204251771571488,0.0689410938851942,0.0711233847436431,0.17284353444795048
ENSG00000186470,BTN3A2,IV: Basal,0.0208159649854105,0.0807446405604604,0.0711233847436431,0.17284353444795048
ENSG00000124508,BTN2A2,IV: Basal,0.0110462692788661,0.0738200785312646,0.0711233847436431,0.17284353444795048
ENSG00000026950,BTN3A1,IV: Basal,0.0193570237598999,0.1013113096783856,0.0711233847436431,0.17284353444795048
ENSG00000111801,BTN3A3,IV: Basal,0.0135473113797415,0.0736783342773312,0.0711233847436431,0.17284353444795048
ENSG00000112763,BTN2A1,IV: Basal,0.0507242601083784,0.0591547198009556,0.0711233847436431,0.17284353444795048
ENSG00000228223,HCG11,IV: Basal,0.031471446436015,0.0660238433412048,0.0711233847436431,0.17284353444795048
ENSG00000182952,HMGN4,I: Ubiquitous,0.0901938307628178,0.0697625571556729,0.0711233847436431,0.17284353444795048
ENSG00000146109,ABT1,IV: Basal,0.0593215923301375,0.085814084011601,0.0711233847436431,0.17284353444795048
ENSG00000181315,ZNF322,I: Ubiquitous,0.0885785744060025,0.0596629794806643,0.0711233847436431,0.17284353444795048
ENSG00000261584,ENSG00000261584,IV: Basal,0.0144070446019174,0.0912709789044608,0.0711233847436431,0.17284353444795048
ENSG00000224843,LINC00240,IV: Basal,0.0505418924551896,0.0800442963021436,0.0711233847436431,0.17284353444795048
ENSG00000287966,LARRPM,IV: Basal,0.0261567319716548,0.0832612896694903,0.0711233847436431,0.17284353444795048
ENSG00000112812,PRSS16,IV: Basal,0.0163349312213422,0.0549376257051089,0.0711233847436431,0.17284353444795048
ENSG00000124613,ZNF391,IV: Basal,0.0174291371404751,0.0531651665476495,0.0711233847436431,0.17284353444795048
ENSG00000096654,ZNF184,IV: Basal,0.0207638599416423,0.0576146600195658,0.0711233847436431,0.17284353444795048
ENSG00000286652,ENSG00000286652,IV: Basal,0.0109941642350979,0.0717201271186522,0.0711233847436431,0.17284353444795048
ENSG00000233822,H2BC15,IV: Basal,0.005731554814506,0.1263475329049852,0.0711233847436431,0.17284353444795048
ENSG00000269293,ZSCAN16-AS1,I: Ubiquitous,0.3289130887869946,0.0583533988543578,0.0711233847436431,0.17284353444795048
ENSG00000272009,ENSG00000272009,IV: Basal,0.0630471029595664,0.0982304952640534,0.0711233847436431,0.17284353444795048
ENSG00000197279,ZNF165,IV: Basal,0.0170904543559816,0.0781094931964889,0.0711233847436431,0.17284353444795048
ENSG00000196812,ZSCAN16,IV: Basal,0.0174551896623593,0.0549066427899343,0.0711233847436431,0.17284353444795048
ENSG00000198315,ZKSCAN8,IV: Basal,0.0655220925385577,0.0875348004763831,0.0711233847436431,0.17284353444795048
ENSG00000137185,ZSCAN9,IV: Basal,0.0331127553147144,0.0802667214082792,0.0711233847436431,0.17284353444795048
ENSG00000187626,ZKSCAN4,IV: Basal,0.0172728220091704,0.0539760886895304,0.0711233847436431,0.17284353444795048
ENSG00000189134,NKAPL,IV: Basal,0.0073989162150896,0.136540787788942,0.0711233847436431,0.17284353444795048
ENSG00000197062,ZSCAN26,IV: Basal,0.0414235097957482,0.0575211000822247,0.0711233847436431,0.17284353444795048
ENSG00000137338,PGBD1,IV: Basal,0.0201125468945393,0.0680283610396021,0.0711233847436431,0.17284353444795048
ENSG00000235109,ZSCAN31,IV: Basal,0.0196957065443934,0.0877735329943036,0.0711233847436431,0.17284353444795048
ENSG00000189298,ZKSCAN3,IV: Basal,0.0221446436015006,0.0801110373510079,0.0711233847436431,0.17284353444795048
ENSG00000158691,ZSCAN12,IV: Basal,0.0217278032513547,0.061171823693093,0.0711233847436431,0.17284353444795048
ENSG00000187987,ZSCAN23,IV: Basal,0.0181586077532305,0.1223833121162488,0.0711233847436431,0.17284353444795048
ENSG00000232040,SCAND3,IV: Basal,0.0131825760733639,0.052018254029571,0.0711233847436431,0.17284353444795048
ENSG00000224157,HCG14,IV: Basal,0.0082065443934972,0.1523387629542119,0.0711233847436431,0.17284353444795048
ENSG00000204713,TRIM27,I: Ubiquitous,0.0916267194664443,0.0583426794819828,0.0711233847436431,0.17284353444795048
ENSG00000197935,ZNF311,IV: Basal,0.0091965402250937,0.0558004360332022,0.0711233847436431,0.17284353444795048
ENSG00000237988,OR2I1P,IV: Basal,0.0060181325552313,0.0993647616946751,0.0711233847436431,0.17284353444795048
ENSG00000204681,GABBR1,IV: Basal,0.047102959566486,0.115272315050248,0.0711233847436431,0.17284353444795048
ENSG00000204642,HLA-F,IV: Basal,0.045122967903293,0.0840800066478508,0.0711233847436431,0.17284353444795048
ENSG00000214922,HLA-F-AS1,IV: Basal,0.011671529804085,0.105958974277838,0.0711233847436431,0.17284353444795048
ENSG00000206503,HLA-A,I: Ubiquitous,0.5887088370154231,0.0809380308499985,0.0711233847436431,0.17284353444795048
ENSG00000066379,POLR1H,I: Ubiquitous,0.1392246769487286,0.0691202826693393,0.0711233847436431,0.17284353444795048
ENSG00000204619,PPP1R11,I: Ubiquitous,0.1125208420175073,0.0560330089538548,0.0711233847436431,0.17284353444795048
ENSG00000234127,TRIM26,I: Ubiquitous,0.1366975823259691,0.0645052535139304,0.0711233847436431,0.17284353444795048
ENSG00000270604,HCG17,I: Ubiquitous,0.1037411421425594,0.1212975696551155,0.0711233847436431,0.17284353444795048
ENSG00000231074,HCG18,I: Ubiquitous,0.1331283868278449,0.0858109259479817,0.0711233847436431,0.17284353444795048
ENSG00000204599,TRIM39,IV: Basal,0.0314453939141308,0.069753969763553,0.0711233847436431,0.17284353444795048
ENSG00000241370,RPP21,I: Ubiquitous,0.216991454772822,0.0403891146387667,0.0711233847436431,0.17284353444795048
ENSG00000204592,HLA-E,I: Ubiquitous,0.275974364318466,0.0587604859253514,0.0711233847436431,0.17284353444795048
ENSG00000204590,GNL1,I: Ubiquitous,0.1122863693205502,0.0491827160948018,0.0711233847436431,0.17284353444795048
ENSG00000204576,PRR3,IV: Basal,0.0296477699041267,0.075176182362088,0.0711233847436431,0.17284353444795048
ENSG00000204574,ABCF1,I: Ubiquitous,0.1324510212588578,0.0407877204142615,0.0711233847436431,0.17284353444795048
ENSG00000204569,PPP1R10,I: Ubiquitous,0.2290016673614006,0.0344617726903196,0.0711233847436431,0.17284353444795048
ENSG00000204568,MRPS18B,I: Ubiquitous,0.2559660275114631,0.0459665145183798,0.0711233847436431,0.17284353444795048
ENSG00000137343,ATAT1,IV: Basal,0.0293872446852855,0.074830851420533,0.0711233847436431,0.17284353444795048
ENSG00000204564,C6orf136,I: Ubiquitous,0.1113484785327219,0.0593131867364378,0.0711233847436431,0.17284353444795048
ENSG00000204560,DHX16,IV: Basal,0.0575500208420175,0.05574464648171,0.0711233847436431,0.17284353444795048
ENSG00000146112,PPP1R18,IV: Basal,0.0130523134639433,0.1046907148998685,0.0711233847436431,0.17284353444795048
ENSG00000137404,NRM,IV: Basal,0.0148759899958315,0.0965011120975125,0.0711233847436431,0.17284353444795048
ENSG00000137337,MDC1,I: Ubiquitous,0.0793038766152563,0.0748091216670598,0.0711233847436431,0.17284353444795048
ENSG00000196230,TUBB,I: Ubiquitous,0.3352959566486035,0.1353449173755184,0.0711233847436431,0.17284353444795048
ENSG00000137312,FLOT1,I: Ubiquitous,0.2105043768236765,0.0423451990118612,0.0711233847436431,0.17284353444795048
ENSG00000137331,IER3,I: Ubiquitous,0.305022926219258,0.1472748028975774,0.0711233847436431,0.17284353444795048
ENSG00000204580,DDR1,I: Ubiquitous,0.319325760733639,0.0529179571742284,0.0711233847436431,0.17284353444795048
ENSG00000213780,GTF2H4,IV: Basal,0.0516100458524385,0.04571803707426,0.0711233847436431,0.17284353444795048
ENSG00000137411,VARS2,IV: Basal,0.0550750312630262,0.0665280283962979,0.0711233847436431,0.17284353444795048
ENSG00000196260,SFTA2,IV: Basal,0.0205293872446852,0.1033168034808159,0.0711233847436431,0.17284353444795048
ENSG00000204540,PSORS1C1,IV: Basal,0.006825760733639,0.1484593478062085,0.0711233847436431,0.17284353444795048
ENSG00000204536,CCHCR1,IV: Basal,0.0676062942892872,0.0600368477214067,0.0711233847436431,0.17284353444795048
ENSG00000137310,TCF19,IV: Basal,0.0233691121300541,0.1192553163909771,0.0711233847436431,0.17284353444795048
ENSG00000204531,POU5F1,IV: Basal,0.0360827428095039,0.0758374189443617,0.0711233847436431,0.17284353444795048
ENSG00000204528,PSORS1C3,IV: Basal,0.0081023343059608,0.105067393746366,0.0711233847436431,0.17284353444795048
ENSG00000272501,ENSG00000272501,IV: Basal,0.0106554814506044,0.0838250140307313,0.0711233847436431,0.17284353444795048
ENSG00000206344,HCG27,IV: Basal,0.0064610254272613,0.0910030253772042,0.0711233847436431,0.17284353444795048
ENSG00000204525,HLA-C,I: Ubiquitous,0.504819716548562,0.084080084262861,0.0711233847436431,0.17284353444795048
ENSG00000234745,HLA-B,I: Ubiquitous,0.4154595664860358,0.0748657956134803,0.0711233847436431,0.17284353444795048
ENSG00000272221,ENSG00000272221,IV: Basal,0.0175333472280116,0.0583335485613234,0.0711233847436431,0.17284353444795048
ENSG00000204520,MICA,IV: Basal,0.0465298040850354,0.0773182856627722,0.0711233847436431,0.17284353444795048
ENSG00000206337,HCP5,IV: Basal,0.048640058357649,0.054871371387463,0.0711233847436431,0.17284353444795048
ENSG00000204516,MICB,IV: Basal,0.0063568153397248,0.1284363094847826,0.0711233847436431,0.17284353444795048
ENSG00000204511,MCCD1,I: Ubiquitous,0.226682992913714,0.1525873876392056,0.0711233847436431,0.17284353444795048
ENSG00000198563,DDX39B,I: Ubiquitous,0.3203157565652355,0.0478329718881441,0.0711233847436431,0.17284353444795048
ENSG00000213760,ATP6V1G2,IV: Basal,0.0094310129220508,0.166220019700462,0.0711233847436431,0.17284353444795048
ENSG00000204498,NFKBIL1,I: Ubiquitous,0.075708628595248,0.0532805881496206,0.0711233847436431,0.17284353444795048
ENSG00000227507,LTB,IV: Basal,0.0167778240933722,0.1268781386527695,0.0711233847436431,0.17284353444795048
ENSG00000204472,AIF1,IV: Basal,0.0077897040433513,0.0816828498305969,0.0711233847436431,0.17284353444795048
ENSG00000204469,PRRC2A,I: Ubiquitous,0.2101135889954147,0.0339075712853153,0.0711233847436431,0.17284353444795048
ENSG00000204463,BAG6,I: Ubiquitous,0.1895842017507294,0.0333269894884486,0.0711233847436431,0.17284353444795048
ENSG00000204444,APOM,IV: Basal,0.0455398082534389,0.1252717621261838,0.0711233847436431,0.17284353444795048
ENSG00000204439,C6orf47,IV: Basal,0.0625521050437682,0.0872363742394854,0.0711233847436431,0.17284353444795048
ENSG00000204438,GPANK1,I: Ubiquitous,0.0760733639016256,0.0672620824149435,0.0711233847436431,0.17284353444795048
ENSG00000204435,CSNK2B,I: Ubiquitous,0.2807680283451438,0.0457628049405939,0.0711233847436431,0.17284353444795048
ENSG00000240053,LY6G5B,IV: Basal,0.0134952063359733,0.1013104714550999,0.0711233847436431,0.17284353444795048
ENSG00000204428,LY6G5C,IV: Basal,0.0095091704877032,0.1008369587886368,0.0711233847436431,0.17284353444795048
ENSG00000204427,ABHD16A,I: Ubiquitous,0.1176271363067945,0.0820018200575104,0.0711233847436431,0.17284353444795048
ENSG00000213722,DDAH2,I: Ubiquitous,0.2413505627344727,0.0530791056323138,0.0711233847436431,0.17284353444795048
ENSG00000213719,CLIC1,I: Ubiquitous,0.5154491454772822,0.1135702169053275,0.0711233847436431,0.17284353444795048
ENSG00000204410,MSH5,IV: Basal,0.0436900791996665,0.0741455360518146,0.0711233847436431,0.17284353444795048
ENSG00000228727,SAPCD1,IV: Basal,0.0214151729887453,0.1141200643259985,0.0711233847436431,0.17284353444795048
ENSG00000235663,SAPCD1-AS1,IV: Basal,0.0197478115881617,0.1043236275994079,0.0711233847436431,0.17284353444795048
ENSG00000204396,VWA7,IV: Basal,0.0052105043768236,0.0568227368254246,0.0711233847436431,0.17284353444795048
ENSG00000204394,VARS1,I: Ubiquitous,0.0821436015006252,0.0668880341456424,0.0711233847436431,0.17284353444795048
ENSG00000204392,LSM2,I: Ubiquitous,0.1898968320133389,0.0548236368447995,0.0711233847436431,0.17284353444795048
ENSG00000204390,HSPA1L,IV: Basal,0.0062526052521884,0.1109829602273844,0.0711233847436431,0.17284353444795048
ENSG00000204389,HSPA1A,I: Ubiquitous,0.2624010004168403,0.0861272836975271,0.0711233847436431,0.17284353444795048
ENSG00000204388,HSPA1B,I: Ubiquitous,0.1972436431846602,0.0590863624495154,0.0711233847436431,0.17284353444795048
ENSG00000204387,SNHG32,I: Ubiquitous,0.1793976656940391,0.0521039387575451,0.0711233847436431,0.17284353444795048
ENSG00000204386,NEU1,I: Ubiquitous,0.1842434347644852,0.0689954558907682,0.0711233847436431,0.17284353444795048
ENSG00000204385,SLC44A4,IV: Basal,0.0143549395581492,0.1374562089336427,0.0711233847436431,0.17284353444795048
ENSG00000204371,EHMT2,I: Ubiquitous,0.0781054606085869,0.0613344190848855,0.0711233847436431,0.17284353444795048
ENSG00000166278,C2_ENSG00000166278,IV: Basal,0.0095091704877032,0.1385745337992381,0.0711233847436431,0.17284353444795048
ENSG00000243649,CFB,IV: Basal,0.0145894122551062,0.1316384971732538,0.0711233847436431,0.17284353444795048
ENSG00000204356,NELFE,I: Ubiquitous,0.1436536056690287,0.0450431045906808,0.0711233847436431,0.17284353444795048
ENSG00000204351,SKIC2,IV: Basal,0.0548926636098374,0.0706228057746096,0.0711233847436431,0.17284353444795048
ENSG00000204348,DXO,IV: Basal,0.0617184243434764,0.0672639749310686,0.0711233847436431,0.17284353444795048
ENSG00000204344,STK19,IV: Basal,0.0618226344310129,0.0609316991913765,0.0711233847436431,0.17284353444795048
ENSG00000213676,ATF6B,I: Ubiquitous,0.1320341809087119,0.0731183800193779,0.0711233847436431,0.17284353444795048
ENSG00000204315,FKBPL,IV: Basal,0.0188880783659858,0.0883499129777383,0.0711233847436431,0.17284353444795048
ENSG00000204314,PRRT1,IV: Basal,0.011463109629012,0.1066280309367438,0.0711233847436431,0.17284353444795048
ENSG00000284954,ENSG00000284954,IV: Basal,0.0231606919549812,0.1227704498321416,0.0711233847436431,0.17284353444795048
ENSG00000221988,PPT2,IV: Basal,0.0336077532305127,0.0831209173371287,0.0711233847436431,0.17284353444795048
ENSG00000241404,EGFL8,IV: Basal,0.0366819508128386,0.0939930877708419,0.0711233847436431,0.17284353444795048
ENSG00000204310,AGPAT1,I: Ubiquitous,0.1418559816590246,0.0698856665338716,0.0711233847436431,0.17284353444795048
ENSG00000204308,RNF5,I: Ubiquitous,0.2273864110045852,0.0533256981400166,0.0711233847436431,0.17284353444795048
ENSG00000204305,AGER,IV: Basal,0.0165954564401834,0.0862843992653727,0.0711233847436431,0.17284353444795048
ENSG00000204304,PBX2,IV: Basal,0.0679710295956648,0.0645045318077329,0.0711233847436431,0.17284353444795048
ENSG00000204301,NOTCH4,IV: Basal,0.0091444351813255,0.1021065277669694,0.0711233847436431,0.17284353444795048
ENSG00000204287,HLA-DRA,I: Ubiquitous,0.1827584410170904,0.1059034902724607,0.0711233847436431,0.17284353444795048
ENSG00000198502,HLA-DRB5,IV: Basal,0.018705710712797,0.1440603016703351,0.0711233847436431,0.17284353444795048
ENSG00000196126,HLA-DRB1,I: Ubiquitous,0.1255471029595664,0.0797185138848178,0.0711233847436431,0.17284353444795048
ENSG00000196735,HLA-DQA1,IV: Basal,0.0096394330971238,0.126117448516231,0.0711233847436431,0.17284353444795048
ENSG00000179344,HLA-DQB1,IV: Basal,0.0372811588161734,0.0986107952026875,0.0711233847436431,0.17284353444795048
ENSG00000204267,TAP2,IV: Basal,0.0358482701125469,0.0758777541025149,0.0711233847436431,0.17284353444795048
ENSG00000204264,PSMB8,I: Ubiquitous,0.1645998332638599,0.0566467919173884,0.0711233847436431,0.17284353444795048
ENSG00000204261,PSMB8-AS1,IV: Basal,0.0195133388912046,0.0664708760559757,0.0711233847436431,0.17284353444795048
ENSG00000240065,PSMB9,IV: Basal,0.0419706127553147,0.1025388169150534,0.0711233847436431,0.17284353444795048
ENSG00000168394,TAP1,IV: Basal,0.0428042934556065,0.0641657063170587,0.0711233847436431,0.17284353444795048
ENSG00000242574,HLA-DMB,IV: Basal,0.0446540225093789,0.0659032516656894,0.0711233847436431,0.17284353444795048
ENSG00000204257,HLA-DMA,I: Ubiquitous,0.0815443934972905,0.0714588563717131,0.0711233847436431,0.17284353444795048
ENSG00000204256,BRD2,I: Ubiquitous,0.272222801167153,0.0304417543127243,0.0711233847436431,0.17284353444795048
ENSG00000231389,HLA-DPA1,IV: Basal,0.0313932888703626,0.1182202092358516,0.0711233847436431,0.17284353444795048
ENSG00000223865,HLA-DPB1,IV: Basal,0.0314453939141308,0.1048607235517371,0.0711233847436431,0.17284353444795048
ENSG00000204231,RXRB,I: Ubiquitous,0.0878751563151313,0.0681384769992557,0.0711233847436431,0.17284353444795048
ENSG00000112473,SLC39A7,I: Ubiquitous,0.1863536890370987,0.0583124470960351,0.0711233847436431,0.17284353444795048
ENSG00000204228,HSD17B8,I: Ubiquitous,0.1391465193830763,0.0682999847594838,0.0711233847436431,0.17284353444795048
ENSG00000204227,RING1,I: Ubiquitous,0.1271884118382659,0.0484505770241624,0.0711233847436431,0.17284353444795048
ENSG00000232940,HCG25,IV: Basal,0.0071904960400166,0.0887948464792403,0.0711233847436431,0.17284353444795048
ENSG00000223501,VPS52,I: Ubiquitous,0.0760994164235098,0.0864361493498637,0.0711233847436431,0.17284353444795048
ENSG00000231500,RPS18,II: Gradient,0.8958941225510629,0.2109827903795632,0.0711233847436431,0.17284353444795048
ENSG00000235863,B3GALT4,IV: Basal,0.0373332638599416,0.0883880107188292,0.0711233847436431,0.17284353444795048
ENSG00000227057,WDR46,I: Ubiquitous,0.0791996665277198,0.055297736964676,0.0711233847436431,0.17284353444795048
ENSG00000204220,PFDN6,I: Ubiquitous,0.1268497290537724,0.0596731430336824,0.0711233847436431,0.17284353444795048
ENSG00000237441,RGL2,I: Ubiquitous,0.1031158816173405,0.0696426703174388,0.0711233847436431,0.17284353444795048
ENSG00000231925,TAPBP,I: Ubiquitous,0.2238953730721133,0.0671732418921008,0.0711233847436431,0.17284353444795048
ENSG00000236104,ZBTB22,IV: Basal,0.0330606502709462,0.084516571192435,0.0711233847436431,0.17284353444795048
ENSG00000204209,DAXX,IV: Basal,0.0533555648186744,0.0767452677378856,0.0711233847436431,0.17284353444795048
ENSG00000237649,KIFC1,III: Patchy,0.0051062942892872,0.1805161184298053,0.0711233847436431,0.17284353444795048
ENSG00000112511,PHF1,I: Ubiquitous,0.1194768653605669,0.0674740975033013,0.0711233847436431,0.17284353444795048
ENSG00000112514,CUTA,I: Ubiquitous,0.5801375573155482,0.0857523904898712,0.0711233847436431,0.17284353444795048
ENSG00000197283,SYNGAP1,IV: Basal,0.0258701542309295,0.0768855418860676,0.0711233847436431,0.17284353444795048
ENSG00000274259,SYNGAP1-AS1,IV: Basal,0.0208420175072947,0.1118698234276959,0.0711233847436431,0.17284353444795048
ENSG00000213588,ZBTB9,IV: Basal,0.0125312630262609,0.050876821464554,0.0711233847436431,0.17284353444795048
ENSG00000030110,BAK1,IV: Basal,0.0509847853272196,0.0708297927558454,0.0711233847436431,0.17284353444795048
ENSG00000096433,ITPR3,I: Ubiquitous,0.0935806586077532,0.0827099241625687,0.0711233847436431,0.17284353444795048
ENSG00000137288,UQCC2,I: Ubiquitous,0.3811744476865361,0.0924072592609036,0.0711233847436431,0.17284353444795048
ENSG00000161904,LEMD2,IV: Basal,0.0625781575656523,0.0675956523788024,0.0711233847436431,0.17284353444795048
ENSG00000137309,HMGA1,IV: Basal,0.0640110462692788,0.1134798811017449,0.0711233847436431,0.17284353444795048
ENSG00000186577,SMIM29,IV: Basal,0.0585139641517298,0.0965200891407012,0.0711233847436431,0.17284353444795048
ENSG00000225339,ENSG00000225339,IV: Basal,0.0249322634431012,0.0394979906040854,0.0711233847436431,0.17284353444795048
ENSG00000272325,NUDT3,I: Ubiquitous,0.1959149645685702,0.0476968246303105,0.0711233847436431,0.17284353444795048
ENSG00000124614,RPS10,I: Ubiquitous,0.6385212588578575,0.1382113431969297,0.0711233847436431,0.17284353444795048
ENSG00000196821,ILRUN,I: Ubiquitous,0.1001979991663193,0.0507833973631273,0.0711233847436431,0.17284353444795048
ENSG00000272288,ILRUN-AS1,I: Ubiquitous,0.1055387661525635,0.1233116826706142,0.0711233847436431,0.17284353444795048
ENSG00000124562,SNRPC,I: Ubiquitous,0.1765839933305543,0.0449908309569738,0.0711233847436431,0.17284353444795048
ENSG00000065060,BLTP3A,IV: Basal,0.0658607753230512,0.0684513144633847,0.0711233847436431,0.17284353444795048
ENSG00000064995,TAF11,I: Ubiquitous,0.1055648186744476,0.0455746108294482,0.0711233847436431,0.17284353444795048
ENSG00000064999,ANKS1A,I: Ubiquitous,0.14701438099208,0.1005155663268164,0.0711233847436431,0.17284353444795048
ENSG00000272374,SCUBE3-AS1,IV: Basal,0.0050281367236348,0.1369675930018259,0.0711233847436431,0.17284353444795048
ENSG00000065029,ZNF76,I: Ubiquitous,0.1038453522300958,0.0613093244738876,0.0711233847436431,0.17284353444795048
ENSG00000023892,DEF6,IV: Basal,0.0067736556898707,0.0921281509997683,0.0711233847436431,0.17284353444795048
