gene,gene_name,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value,archetype,c_cut_used,s_cut_used,q_value
ENSG00000014914,MTMR11,38384,detect_continuous,1e-06,0.0092746977907461,0.1194095004132306,1,0.0020690518693366,1.0,0.9444444444444444,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000264522,OTUD7B,38384,detect_continuous,1e-06,0.0991298457690704,0.0641213262487388,1,0.0135592832445807,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000285184,ENSG00000285184,38384,detect_continuous,1e-06,0.0387661525635681,0.0772474928839151,1,0.0568093710470171,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000136631,VPS45,38384,detect_continuous,1e-06,0.1656158816173405,0.0945006083746604,-1,-0.0167385641833521,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000023902,PLEKHO1,38384,detect_continuous,1e-06,0.0087015423092955,0.1081900827084638,-1,-0.0314028827972235,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143401,ANP32E,38384,detect_continuous,1e-06,0.2331179658190912,0.0422644863817669,1,0.0018464317711788,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000117362,APH1A,38384,detect_continuous,1e-06,0.231294289287203,0.0394093735692731,1,0.0107330102103631,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000118292,C1orf54,38384,detect_continuous,1e-06,0.1277615673197165,0.2586816080462277,1,0.2523167150144281,1.0,1.0,,0.009900990099009901,II: Gradient,0.0711233847436431,0.17284353444795048,0.009900990099009901
ENSG00000159208,CIART,38384,detect_continuous,1e-06,0.0205033347228011,0.106214838577994,1,0.0833585172556764,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000266472,MRPS21,38384,detect_continuous,1e-06,0.4497186327636515,0.0823018933356676,1,0.0016152925246464,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000117360,PRPF3,38384,detect_continuous,1e-06,0.0904022509378907,0.0683563417040784,1,0.0256895848297214,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163125,RPRD2,38384,detect_continuous,1e-06,0.2132398916215089,0.0790365018119542,-1,-0.0347020322043739,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143374,TARS2,38384,detect_continuous,1e-06,0.0527563568153397,0.0790604164608225,1,0.0668203525125648,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143382,ADAMTSL4,38384,detect_continuous,1e-06,0.0101865360566902,0.1270038464760219,1,0.1198071743310447,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000203804,ADAMTSL4-AS1,38384,detect_continuous,1e-06,0.0246717382242601,0.1234037454996316,-1,-0.0539309339313857,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143384,MCL1,38384,detect_continuous,1e-06,0.1663453522300958,0.0430038520665054,1,0.0302505426388642,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143420,ENSA,38384,detect_continuous,1e-06,0.3099729053772405,0.049419547053466,-1,-0.0398612900097836,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143457,GOLPH3L,38384,detect_continuous,1e-06,0.1186692371821592,0.0525539448366599,1,0.0288340603360574,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163131,CTSS,38384,detect_continuous,1e-06,0.0246196331804918,0.1011763091100919,-1,-0.0375746178497295,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143387,CTSK,38384,detect_continuous,1e-06,0.0131044185077115,0.0832409167315698,-1,-0.0036007870134356,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143437,ARNT,38384,detect_continuous,1e-06,0.0993903709879116,0.0666770573364305,1,0.0123043679459187,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143379,SETDB1,38384,detect_continuous,1e-06,0.0632294706127553,0.0729785002196676,1,0.0208204633003161,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143418,CERS2,38384,detect_continuous,1e-06,0.2274906210921217,0.0704031070518461,-1,-0.0378192048481544,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143412,ANXA9,38384,detect_continuous,1e-06,0.005731554814506,0.1351498918506006,-1,-0.0838989601174127,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143409,MINDY1,38384,detect_continuous,1e-06,0.0509587328053355,0.0708952284504903,1,0.0590028654731059,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143363,PRUNE1,38384,detect_continuous,1e-06,0.052600041684035,0.0598636009454446,1,0.0481505305359794,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143443,C1orf56,38384,detect_continuous,1e-06,0.1348218007503126,0.0587481520266889,1,0.020966810016103,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000197622,CDC42SE1,38384,detect_continuous,1e-06,0.1628022092538557,0.0418503289489021,-1,-0.0015122950992876,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000213190,MLLT11,38384,detect_continuous,1e-06,0.0148759899958315,0.0910711256165104,1,0.0545341939751421,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143458,GABPB2,38384,detect_continuous,1e-06,0.0877709462275948,0.0842220272751325,1,0.0409303757803832,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143434,SEMA6C,38384,detect_continuous,1e-06,0.014745727386411,0.0779522654307774,1,0.0605488073175735,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163156,SCNM1,38384,detect_continuous,1e-06,0.0650010421008753,0.0799764857299051,1,0.0705439182039285,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163155,LYSMD1,38384,detect_continuous,1e-06,0.029725927469779,0.0681203264314869,1,0.0527858383297936,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163159,VPS72,38384,detect_continuous,1e-06,0.0840193830762817,0.0634269396207007,1,0.0416466304405176,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143398,PIP5K1A,38384,detect_continuous,1e-06,0.1623072113380575,0.0947276958904042,-1,-0.0234541603605845,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000159352,PSMD4,38384,detect_continuous,1e-06,0.201359941642351,0.0341800369077158,-1,-0.0092933237333308,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000232671,ZNF687-AS1,38384,detect_continuous,1e-06,0.0097175906627761,0.1391359372907341,1,0.1288198422700045,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143373,ZNF687,38384,detect_continuous,1e-06,0.0367861609003751,0.091427940353905,1,0.0828466669927831,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143393,PI4KB,38384,detect_continuous,1e-06,0.1361765318882868,0.0552001332900747,1,0.0157414222973531,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143390,RFX5,38384,detect_continuous,1e-06,0.0389745727386411,0.0812683262389005,1,0.059818272834876,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143416,SELENBP1,38384,detect_continuous,1e-06,0.2018809920800333,0.0823795097562315,-1,-0.0572957526006327,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000159377,PSMB4,38384,detect_continuous,1e-06,0.2717538557732388,0.0449303516643385,1,0.0014302324642977,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143442,POGZ,38384,detect_continuous,1e-06,0.3245102125885786,0.0952959667320745,-1,-0.0347642334119481,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143375,CGN,38384,detect_continuous,1e-06,0.1430804501875781,0.0754705271818659,1,0.0228049985475256,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143367,TUFT1,38384,detect_continuous,1e-06,0.0538245102125885,0.0910882498600203,1,0.0832006310513888,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143376,SNX27,38384,detect_continuous,1e-06,0.1747603167986661,0.0543572743607578,-1,-0.0020932349783202,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000178796,RIIAD1,38384,detect_continuous,1e-06,0.0079199666527719,0.1610447912855272,1,0.1510906717874746,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143436,MRPL9,38384,detect_continuous,1e-06,0.0892559399749895,0.0880148606248886,1,0.0737500204967395,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143450,OAZ3,38384,detect_continuous,1e-06,0.0052365568987077,0.1106603589028826,1,0.0703654460763923,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000182134,TDRKH,38384,detect_continuous,1e-06,0.0132867861609003,0.0712439379213998,1,0.0500163495134948,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143365,RORC,38384,detect_continuous,1e-06,0.0936327636515214,0.1080395337574639,1,0.096153564389263,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000225556,C2CD4D,38384,detect_continuous,1e-06,0.0091965402250937,0.1039026934339641,1,0.0896070761985288,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000159445,THEM4,38384,detect_continuous,1e-06,0.1481606919549812,0.0604029096203341,1,0.0293466832727783,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000285651,ENSG00000285651,38384,detect_continuous,1e-06,0.0069820758649437,0.0739692455095069,-1,-0.0259456157835487,1.0,0.5,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000197747,S100A10,38384,detect_continuous,1e-06,0.7235045852438516,0.1949430147000443,-1,-0.0474714104734686,1.0,1.0,,0.009900990099009901,II: Gradient,0.0711233847436431,0.17284353444795048,0.009900990099009901
ENSG00000163191,S100A11,38384,detect_continuous,1e-06,0.6295591913297207,0.1512356495891725,-1,-0.0561791093429368,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000237975,FLG-AS1,38384,detect_continuous,1e-06,0.0894383076281784,0.1010740218681913,-1,-0.0224705370217135,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163220,S100A9,38384,detect_continuous,1e-06,0.0124270529387244,0.1486803845151753,-1,-0.0552054496841174,1.0,0.9861111111111112,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000197956,S100A6,38384,detect_continuous,1e-06,0.939479991663193,0.1583437990260144,1,0.0529576909128337,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000196420,S100A5,38384,detect_continuous,1e-06,0.0106033764068361,0.0999801751354989,1,0.0639203498505878,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000196154,S100A4,38384,detect_continuous,1e-06,0.220091704877032,0.1105938183808129,1,0.003724761924435,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000188015,S100A3,38384,detect_continuous,1e-06,0.0186796581909128,0.1653457680235485,1,0.1325139499930313,1.0,0.9166666666666666,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000196754,S100A2,38384,detect_continuous,1e-06,0.4472436431846602,0.2447624125976393,1,0.2158770170951403,1.0,0.9722222222222222,,0.009900990099009901,II: Gradient,0.0711233847436431,0.17284353444795048,0.009900990099009901
ENSG00000285867,ENSG00000285867,38384,detect_continuous,1e-06,0.0084410170904543,0.0857019562861579,1,0.0284889610951258,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000188643,S100A16,38384,detect_continuous,1e-06,0.1556117132138391,0.0666670513635505,-1,-0.0099173665266086,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000189334,S100A14,38384,detect_continuous,1e-06,0.1019174656106711,0.1022511572549796,1,0.071962807227866,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000189171,S100A13,38384,detect_continuous,1e-06,0.4159545644018341,0.1209883190248106,-1,-0.0397996204905281,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160678,S100A1,38384,detect_continuous,1e-06,0.0287098791162984,0.1186365014848804,-1,-0.0352505109930208,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000272030,ENSG00000272030,38384,detect_continuous,1e-06,0.0100823259691538,0.0627010631097115,1,0.0330249815519318,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160679,CHTOP,38384,detect_continuous,1e-06,0.1560285535639849,0.0504954834781107,1,0.0062098163965374,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143553,SNAPIN,38384,detect_continuous,1e-06,0.110697165485619,0.0698477163868064,1,0.0438199653321417,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143621,ILF2,38384,detect_continuous,1e-06,0.2254845769070446,0.0557780708029989,-1,-0.0147426676640308,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000169418,NPR1,38384,detect_continuous,1e-06,0.0068778657774072,0.1873244455691934,-1,-0.1432495586981083,1.0,1.0,low_coverage_expr,,III: Patchy,0.0711233847436431,0.17284353444795048,
ENSG00000143624,INTS3,38384,detect_continuous,1e-06,0.1462067528136723,0.0729746893250556,-1,-0.0005675103540008,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143554,SLC27A3,38384,detect_continuous,1e-06,0.0253751563151313,0.0742936023757116,1,0.0302705308691902,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143614,GATAD2B,38384,detect_continuous,1e-06,0.1613953730721133,0.0789546624895683,-1,-0.0276926932502756,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000198837,DENND4B,38384,detect_continuous,1e-06,0.0536160900375156,0.0703313045497966,1,0.0249363928445268,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160741,CRTC2,38384,detect_continuous,1e-06,0.0524958315964985,0.0710157190790138,1,0.0492709916580568,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143570,SLC39A1,38384,detect_continuous,1e-06,0.1672311379741559,0.0576928392579449,1,0.0096014775401877,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143578,CREB3L4,38384,detect_continuous,1e-06,0.0462432263443101,0.0749028428131289,1,0.0552417692177605,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143543,JTB,38384,detect_continuous,1e-06,0.3862546894539391,0.0609097646429527,-1,-0.0114720779982676,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000272654,JTB-DT,38384,detect_continuous,1e-06,0.0089099624843684,0.1024271758374095,1,0.0769832848248466,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143545,RAB13,38384,detect_continuous,1e-06,0.3396988328470195,0.0911178522228939,-1,-0.0364549854386867,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000177954,RPS27,38384,detect_continuous,1e-06,0.8694768653605669,0.1493190953358305,1,0.045728459033242,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143549,TPM3,38384,detect_continuous,1e-06,0.2410379324718632,0.0677126002856435,-1,-0.0557350506133148,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143612,C1orf43,38384,detect_continuous,1e-06,0.3139068361817423,0.0386370949133824,1,0.002367963576216,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143569,UBAP2L,38384,detect_continuous,1e-06,0.1422988745310546,0.0519457347247533,1,0.0054023685508693,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143575,HAX1,38384,detect_continuous,1e-06,0.235254272613589,0.0527066931441499,1,0.0158682757187687,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143515,ATP8B2,38384,detect_continuous,1e-06,0.0243591079616506,0.0954696107302892,1,0.0728972829738825,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160712,IL6R,38384,detect_continuous,1e-06,0.0144852021675698,0.0927579323543563,-1,-0.0094015617909354,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160714,UBE2Q1,38384,detect_continuous,1e-06,0.1298197165485619,0.0714878970776759,1,0.0494597653938758,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160710,ADAR,38384,detect_continuous,1e-06,0.2139433097123801,0.0426544456844253,-1,-0.0093685327269736,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000143603,KCNN3,38384,detect_continuous,1e-06,0.0677626094205919,0.1122300730061707,1,0.0478239404899965,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163344,PMVK,38384,detect_continuous,1e-06,0.2665433513964151,0.0688144768938794,-1,-0.0150395768727871,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163346,PBXIP1,38384,detect_continuous,1e-06,0.2092799082951229,0.0742066657869758,1,0.0477621931417494,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163348,PYGO2,38384,detect_continuous,1e-06,0.0765162567736556,0.0712956690942627,1,0.0642928024031794,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000271380,ENSG00000271380,38384,detect_continuous,1e-06,0.0267038349312213,0.0734532013854874,1,0.0451763308283692,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160691,SHC1,38384,detect_continuous,1e-06,0.0735462692788661,0.0855653787812195,1,0.0780092753628166,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000173207,CKS1B,38384,detect_continuous,1e-06,0.1206492288453522,0.0945715912238523,1,0.0062522709648701,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160688,FLAD1,38384,detect_continuous,1e-06,0.0646363067944977,0.0711675753735169,1,0.0515553755053777,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160685,ZBTB7B,38384,detect_continuous,1e-06,0.0664860358482701,0.0688678007534799,1,0.0631287803451839,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143537,ADAM15,38384,detect_continuous,1e-06,0.0347019591496456,0.0813184903001729,1,0.0241976405689833,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000243364,EFNA4,38384,detect_continuous,1e-06,0.0266517298874531,0.0807357046745696,1,0.0515195869809049,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000169242,EFNA1,38384,detect_continuous,1e-06,0.0613015839933305,0.0674269836372568,1,0.0358386829359178,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000169241,SLC50A1,38384,detect_continuous,1e-06,0.1160118799499791,0.0739299394579486,1,0.039044428529277,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000179085,DPM3,38384,detect_continuous,1e-06,0.4370050020842017,0.074320457587434,1,0.041529503761976,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000163463,KRTCAP2,38384,detect_continuous,1e-06,0.4702480200083368,0.0659104021364077,-1,-0.0174660576348003,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000185499,MUC1,38384,detect_continuous,1e-06,0.7318153397248853,0.1006056033726146,1,0.0782789589437642,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000231064,THBS3-AS1,38384,detect_continuous,1e-06,0.0131825760733639,0.0800175450657872,1,0.0466815683137892,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000169231,THBS3,38384,detect_continuous,1e-06,0.0318882867861609,0.0651560333877931,1,0.0292988350745256,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000173171,MTX1,38384,detect_continuous,1e-06,0.1557419758232597,0.0515597327698595,1,0.0196678699057641,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000177628,GBA1,38384,detect_continuous,1e-06,0.1001719466444351,0.0842778167527741,1,0.0643252814325854,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160767,ENTREP3,38384,detect_continuous,1e-06,0.0456440183409754,0.0704745935153429,1,0.0476086515784565,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000116521,SCAMP3,38384,detect_continuous,1e-06,0.1345352230095873,0.0758522916748891,1,0.0467071625099149,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000176444,CLK2,38384,detect_continuous,1e-06,0.0577063359733222,0.0763217489217437,1,0.03252085427205,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143630,HCN3,38384,detect_continuous,1e-06,0.0119320550229262,0.0985234381106239,1,0.030352702838816,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160752,FDPS,38384,detect_continuous,1e-06,0.238562942892872,0.0555617707389197,-1,-0.0365706346868546,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000225855,RUSC1-AS1,38384,detect_continuous,1e-06,0.0078939141308878,0.0933254472399416,1,0.042717239139267,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160753,RUSC1,38384,detect_continuous,1e-06,0.0641413088786994,0.0773563110253789,1,0.0352460992720962,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000116539,ASH1L,38384,detect_continuous,1e-06,0.4067580241767403,0.0833359091107211,-1,-0.0425595871594977,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000235919,ASH1L-AS1,38384,detect_continuous,1e-06,0.0255835764902042,0.0941535771278672,1,0.0760428650206039,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000125459,MSTO1,38384,detect_continuous,1e-06,0.024437265527303,0.0636514565818313,1,0.0451879246601761,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163374,YY1AP1,38384,detect_continuous,1e-06,0.1068674447686536,0.0509312163037745,1,0.0233468759230567,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000132676,DAP3,38384,detect_continuous,1e-06,0.1532148812005002,0.0367391050416901,1,0.0065548915422996,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000116580,GON4L,38384,detect_continuous,1e-06,0.149202792830346,0.0870369033611401,-1,-0.020819930965238,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000132718,SYT11,38384,detect_continuous,1e-06,0.0255835764902042,0.0989897632970004,1,0.0818962255681435,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000143622,RIT1,38384,detect_continuous,1e-06,0.0799812421842434,0.0635490255844125,1,0.0510900050221687,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000132680,KHDC4,38384,detect_continuous,1e-06,0.1527198832847019,0.0922414265736321,-1,-0.012061072276027,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000116584,ARHGEF2,38384,detect_continuous,1e-06,0.0496300541892455,0.0762083591487335,1,0.0514885205083327,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000163479,SSR2,38384,detect_continuous,1e-06,0.3761984160066694,0.0737714923671585,-1,-0.0008034189881961,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160803,UBQLN4,38384,detect_continuous,1e-06,0.0452011254689453,0.0569245739568284,1,0.0200167001109564,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000116586,LAMTOR2,38384,detect_continuous,1e-06,0.3205502292621925,0.0842767180320326,-1,-0.0075701518967978,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000132698,RAB25,38384,detect_continuous,1e-06,0.1879949979157982,0.0470732239585875,1,0.0096927262143444,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000254726,MEX3A,38384,detect_continuous,1e-06,0.0060181325552313,0.1172218102543,-1,-0.0040081311024554,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160789,LMNA,38384,detect_continuous,1e-06,0.3341756982075864,0.0614202755205922,-1,-0.0201380253101575,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000196189,SEMA4A,38384,detect_continuous,1e-06,0.0892038349312213,0.1067668045009643,1,0.0776630879224635,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000160785,SLC25A44,38384,detect_continuous,1e-06,0.0656523551479783,0.1124546938723267,1,0.0911432582786935,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160783,PMF1,38384,detect_continuous,1e-06,0.2120935806586077,0.0242273156404826,1,0.0032337187909549,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
ENSG00000242252,BGLAP,38384,detect_continuous,1e-06,0.0360045852438516,0.1104301148394689,1,0.107638811301565,1.0,1.0,,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000160781,PAQR6,38384,detect_continuous,1e-06,0.0076073363901625,0.0960987787238193,1,0.0424099025588512,1.0,1.0,low_coverage_expr,,IV: Basal,0.0711233847436431,0.17284353444795048,
ENSG00000198952,SMG5,38384,detect_continuous,1e-06,0.0997290537724051,0.0492944471334196,1,0.0218720084551176,1.0,1.0,,,I: Ubiquitous,0.0711233847436431,0.17284353444795048,
