shape,N,scenario,replicate,seed,similarity_profile,copattern_score,shared_mask_fraction,time,schema_version
disk,2000,same,0,8000,0.8478181240089009,0.8478181240089009,1.0,0.09563183784484863,2.0
disk,2000,same,1,8001,-0.02031461534921552,0.02031461534921552,1.0,0.09942388534545898,2.0
disk,2000,same,2,8002,0.07841768846642885,-0.07841768846642885,1.0,0.0896611213684082,2.0
disk,2000,same,3,8003,-0.19388634055665563,0.19388634055665563,1.0,0.08945584297180176,2.0
disk,2000,same,4,8004,0.1839091534498396,-0.1839091534498396,1.0,0.08917498588562012,2.0
