gene,archetype,coverage_expr,spatial_score,c_cut_used,s_cut_used
EVI5,I: Ubiquitous,0.1700306869706941,0.1369767930574973,0.0597574352620383,0.2120822446921291
RPL5,I: Ubiquitous,0.777503919139166,0.1715665266359188,0.0597574352620383,0.2120822446921291
DIPK1A,IV: Basal,0.0326409890885836,0.1214134846429452,0.0597574352620383,0.2120822446921291
MTF2,I: Ubiquitous,0.125963131225658,0.0939916170709944,0.0597574352620383,0.2120822446921291
TMED5,I: Ubiquitous,0.2231044911336415,0.040407815894516,0.0597574352620383,0.2120822446921291
CCDC18,IV: Basal,0.0257575151991544,0.1136544560241157,0.0597574352620383,0.2120822446921291
CCDC18-AS1,I: Ubiquitous,0.1686362283892227,0.1152641765789181,0.0597574352620383,0.2120822446921291
DR1,I: Ubiquitous,0.1214644479675988,0.037239200188343,0.0597574352620383,0.2120822446921291
FNBP1L,I: Ubiquitous,0.2851578980091217,0.1421592246457634,0.0597574352620383,0.2120822446921291
BCAR3,I: Ubiquitous,0.0904666107106853,0.1272843854219089,0.0597574352620383,0.2120822446921291
BCAR3-AS1,IV: Basal,0.0096990367577505,0.1808363670763835,0.0597574352620383,0.2120822446921291
DNTTIP2,I: Ubiquitous,0.1023061858005036,0.0552779752744929,0.0597574352620383,0.2120822446921291
GCLM,I: Ubiquitous,0.0956758461121695,0.0706101295782299,0.0597574352620383,0.2120822446921291
ABCA4,III: Patchy,0.0144686180204905,0.2181248580158689,0.0597574352620383,0.2120822446921291
ARHGAP29,I: Ubiquitous,0.3655613139885512,0.2083785339506936,0.0597574352620383,0.2120822446921291
ARHGAP29-AS1,IV: Basal,0.0072876004210021,0.1702366160115558,0.0597574352620383,0.2120822446921291
ABCD3,I: Ubiquitous,0.2319597472210749,0.1132051986446019,0.0597574352620383,0.2120822446921291
F3_ENSG00000117525,IV: Basal,0.0193625459083298,0.1851762417690854,0.0597574352620383,0.2120822446921291
SLC44A3,I: Ubiquitous,0.1432783987707448,0.2027076099110531,0.0597574352620383,0.2120822446921291
CNN3,I: Ubiquitous,0.3822592893590376,0.1265688579344101,0.0597574352620383,0.2120822446921291
CNN3-DT,IV: Basal,0.0260950274672812,0.147751432814779,0.0597574352620383,0.2120822446921291
ALG14,I: Ubiquitous,0.0782273500401906,0.1075799684880727,0.0597574352620383,0.2120822446921291
TLCD4,IV: Basal,0.0573548808270827,0.1569634679946594,0.0597574352620383,0.2120822446921291
RWDD3-DT,IV: Basal,0.0093082330788668,0.1728934102326776,0.0597574352620383,0.2120822446921291
RWDD3,I: Ubiquitous,0.1077729963539793,0.0455519132169693,0.0597574352620383,0.2120822446921291
PTBP2,I: Ubiquitous,0.1819724039311297,0.118881315427233,0.0597574352620383,0.2120822446921291
DPYD,I: Ubiquitous,0.1822610657393961,0.1672039434229216,0.0597574352620383,0.2120822446921291
DPYD-AS1,IV: Basal,0.0071765766485919,0.1639113628933853,0.0597574352620383,0.2120822446921291
SNX7,I: Ubiquitous,0.1140569418723937,0.1346708471890175,0.0597574352620383,0.2120822446921291
PALMD,IV: Basal,0.0393246201876745,0.1206978018617914,0.0597574352620383,0.2120822446921291
FRRS1,IV: Basal,0.0222447230400973,0.1621545470004479,0.0597574352620383,0.2120822446921291
AGL,I: Ubiquitous,0.1658428702753833,0.0835950866543366,0.0597574352620383,0.2120822446921291
ENSG00000228084,IV: Basal,0.0074519156041691,0.1257954728625082,0.0597574352620383,0.2120822446921291
SLC35A3,I: Ubiquitous,0.1487718550295989,0.073102420178401,0.0597574352620383,0.2120822446921291
MFSD14A,I: Ubiquitous,0.1182580814203937,0.0916965975962676,0.0597574352620383,0.2120822446921291
SASS6,IV: Basal,0.0214808794859155,0.0637073693395931,0.0597574352620383,0.2120822446921291
TRMT13,I: Ubiquitous,0.0858169351221483,0.0906216054269138,0.0597574352620383,0.2120822446921291
LRRC39,IV: Basal,0.0058576142323594,0.1316688147626249,0.0597574352620383,0.2120822446921291
DBT,I: Ubiquitous,0.1300132784431802,0.1044106840212375,0.0597574352620383,0.2120822446921291
ENSG00000285530,IV: Basal,0.0070699938270782,0.1398225106702733,0.0597574352620383,0.2120822446921291
RTCA-AS1,IV: Basal,0.04791786017222,0.1135231797975189,0.0597574352620383,0.2120822446921291
RTCA,I: Ubiquitous,0.1063874196743006,0.0653190083673384,0.0597574352620383,0.2120822446921291
CDC14A,I: Ubiquitous,0.0664632711156112,0.1147472521093752,0.0597574352620383,0.2120822446921291
VCAM1,I: Ubiquitous,0.1253191933456791,0.2072388079370989,0.0597574352620383,0.2120822446921291
EXTL2,I: Ubiquitous,0.081535858458013,0.1558068144643366,0.0597574352620383,0.2120822446921291
ENSG00000273204,IV: Basal,0.0114265666564524,0.0859553462665742,0.0597574352620383,0.2120822446921291
SLC30A7,I: Ubiquitous,0.1286854341251548,0.0803210913360916,0.0597574352620383,0.2120822446921291
DPH5,I: Ubiquitous,0.063616621591015,0.0739764455068408,0.0597574352620383,0.2120822446921291
DPH5-DT,IV: Basal,0.052993867046812,0.0779990849300318,0.0597574352620383,0.2120822446921291
S1PR1,IV: Basal,0.0339555105539198,0.1858863983077691,0.0597574352620383,0.2120822446921291
RNPC3-DT,IV: Basal,0.0072254271084524,0.1884330952355684,0.0597574352620383,0.2120822446921291
RNPC3,I: Ubiquitous,0.1791568410628083,0.1005534928516075,0.0597574352620383,0.2120822446921291
AMY2B,I: Ubiquitous,0.061471642308051,0.1517225593330169,0.0597574352620383,0.2120822446921291
PRMT6,IV: Basal,0.0529272527833659,0.0948217075898942,0.0597574352620383,0.2120822446921291
NTNG1,IV: Basal,0.0104406755574503,0.1371215561885797,0.0597574352620383,0.2120822446921291
VAV3,I: Ubiquitous,0.3118302490929358,0.0945324877820741,0.0597574352620383,0.2120822446921291
SLC25A24,I: Ubiquitous,0.1162996220750787,0.0733350197458301,0.0597574352620383,0.2120822446921291
ENSG00000260879,IV: Basal,0.0067813320188118,0.0929728043453932,0.0597574352620383,0.2120822446921291
EEIG2,IV: Basal,0.0298698357292263,0.0965533152055626,0.0597574352620383,0.2120822446921291
HENMT1,IV: Basal,0.0173063856432939,0.1321579883196369,0.0597574352620383,0.2120822446921291
PRPF38B,I: Ubiquitous,0.1755951984438908,0.0736660143969692,0.0597574352620383,0.2120822446921291
STXBP3,I: Ubiquitous,0.1908276600185631,0.0407617406921132,0.0597574352620383,0.2120822446921291
AKNAD1,IV: Basal,0.0150326187843341,0.1381218695346431,0.0597574352620383,0.2120822446921291
GPSM2,IV: Basal,0.0226710543261523,0.114433025873672,0.0597574352620383,0.2120822446921291
CLCC1,IV: Basal,0.0523987796266936,0.0935427993152832,0.0597574352620383,0.2120822446921291
WDR47,IV: Basal,0.0396665734066978,0.0840582096038765,0.0597574352620383,0.2120822446921291
TAF13,I: Ubiquitous,0.0804833530955648,0.0739282940987397,0.0597574352620383,0.2120822446921291
TMEM167B-DT,IV: Basal,0.0085932399845454,0.0967952477040402,0.0597574352620383,0.2120822446921291
TMEM167B,I: Ubiquitous,0.0973456436492181,0.0741281426806059,0.0597574352620383,0.2120822446921291
SARS1,I: Ubiquitous,0.2018589820452355,0.0400208364537234,0.0597574352620383,0.2120822446921291
CELSR2,I: Ubiquitous,0.0858302579748375,0.2076764643563279,0.0597574352620383,0.2120822446921291
PSRC1,IV: Basal,0.0069323243492896,0.0964613929218812,0.0597574352620383,0.2120822446921291
SORT1,I: Ubiquitous,0.1958592573841911,0.1202535289732758,0.0597574352620383,0.2120822446921291
PSMA5,I: Ubiquitous,0.2681401741740941,0.0954939288025946,0.0597574352620383,0.2120822446921291
SYPL2,IV: Basal,0.0311665933909768,0.1915482752896321,0.0597574352620383,0.2120822446921291
ATXN7L2,IV: Basal,0.0103030060796617,0.1272198186129864,0.0597574352620383,0.2120822446921291
CYB561D1,IV: Basal,0.0239278434298351,0.0656587573702016,0.0597574352620383,0.2120822446921291
AMIGO1,IV: Basal,0.0189761831803425,0.1399700996572074,0.0597574352620383,0.2120822446921291
GNAI3,I: Ubiquitous,0.1912850779608929,0.0402232623624072,0.0597574352620383,0.2120822446921291
AMPD2,IV: Basal,0.0572882665636366,0.0875706619047747,0.0597574352620383,0.2120822446921291
GSTM4,I: Ubiquitous,0.1170501427765713,0.1142862488399613,0.0597574352620383,0.2120822446921291
GSTM2,IV: Basal,0.0201130666098224,0.0990477293746324,0.0597574352620383,0.2120822446921291
GSTM5,IV: Basal,0.005875378035945,0.1500829511354966,0.0597574352620383,0.2120822446921291
GSTM3,I: Ubiquitous,0.3365796684386061,0.2027349274379091,0.0597574352620383,0.2120822446921291
CSF1,IV: Basal,0.0222402820892009,0.1276000556001718,0.0597574352620383,0.2120822446921291
AHCYL1,I: Ubiquitous,0.297041882607904,0.0762967443730942,0.0597574352620383,0.2120822446921291
STRIP1,IV: Basal,0.0443473356515097,0.0844460400815266,0.0597574352620383,0.2120822446921291
ENSG00000258634,IV: Basal,0.0128077023852347,0.1086347509687269,0.0597574352620383,0.2120822446921291
SLC6A17,IV: Basal,0.0080780896805624,0.1713924159589798,0.0597574352620383,0.2120822446921291
KCNC4,I: Ubiquitous,0.0726761614196831,0.1282491872650314,0.0597574352620383,0.2120822446921291
RBM15-AS1,IV: Basal,0.0093348787842452,0.1012944247210496,0.0597574352620383,0.2120822446921291
RBM15,IV: Basal,0.0367444277168627,0.0819510724353759,0.0597574352620383,0.2120822446921291
LAMTOR5-AS1,IV: Basal,0.0313486723777295,0.1477791120002781,0.0597574352620383,0.2120822446921291
SLC16A4,I: Ubiquitous,0.2079741714295865,0.1689004189348175,0.0597574352620383,0.2120822446921291
SLC16A4-AS1,IV: Basal,0.0162805259862241,0.1313577073415925,0.0597574352620383,0.2120822446921291
LAMTOR5,I: Ubiquitous,0.5126100800703447,0.1626298173741167,0.0597574352620383,0.2120822446921291
CD53,II: Gradient,0.0869360547480426,0.214891828574647,0.0597574352620383,0.2120822446921291
LRIF1,IV: Basal,0.0583363309751884,0.058928729568823,0.0597574352620383,0.2120822446921291
DRAM2,I: Ubiquitous,0.1516895597685376,0.0598738771220725,0.0597574352620383,0.2120822446921291
CEPT1,I: Ubiquitous,0.1147408483104402,0.1068592772538677,0.0597574352620383,0.2120822446921291
ENSG00000273221,IV: Basal,0.0093171149806596,0.0818931143238227,0.0597574352620383,0.2120822446921291
DENND2D,I: Ubiquitous,0.0799459980370997,0.0920194972631272,0.0597574352620383,0.2120822446921291
CHI3L2,IV: Basal,0.0104762031646216,0.1540201236883524,0.0597574352620383,0.2120822446921291
PIFO,IV: Basal,0.0424466086678479,0.1663937751421929,0.0597574352620383,0.2120822446921291
OVGP1,IV: Basal,0.0061107484334545,0.1244116677884316,0.0597574352620383,0.2120822446921291
WDR77,IV: Basal,0.0431571608112729,0.0679649766944276,0.0597574352620383,0.2120822446921291
ATP5PB,I: Ubiquitous,0.318900242920014,0.0658153158727415,0.0597574352620383,0.2120822446921291
C1orf162,IV: Basal,0.0562490840538776,0.1775618594495749,0.0597574352620383,0.2120822446921291
RAP1A,I: Ubiquitous,0.2701830115864408,0.1021564555632943,0.0597574352620383,0.2120822446921291
INKA2,IV: Basal,0.013642601153759,0.0894744580611572,0.0597574352620383,0.2120822446921291
DDX20,IV: Basal,0.039822006688072,0.0687445403349278,0.0597574352620383,0.2120822446921291
KCND3,IV: Basal,0.0094459025566554,0.1636755639447036,0.0597574352620383,0.2120822446921291
CTTNBP2NL,I: Ubiquitous,0.1042246765877509,0.1432986042803931,0.0597574352620383,0.2120822446921291
WNT2B,IV: Basal,0.0289994093535307,0.1581857233822871,0.0597574352620383,0.2120822446921291
ST7L,I: Ubiquitous,0.0952317510225289,0.118922123244055,0.0597574352620383,0.2120822446921291
CAPZA1,I: Ubiquitous,0.2428933683280264,0.1020677880861482,0.0597574352620383,0.2120822446921291
MOV10,I: Ubiquitous,0.0612762404686091,0.1009555911743447,0.0597574352620383,0.2120822446921291
RHOC,I: Ubiquitous,0.3294608241516673,0.1485026380969897,0.0597574352620383,0.2120822446921291
PPM1J,IV: Basal,0.0082956962744862,0.1334551815270712,0.0597574352620383,0.2120822446921291
SLC16A1,IV: Basal,0.0206681854718732,0.1028501650598091,0.0597574352620383,0.2120822446921291
SLC16A1-AS1,IV: Basal,0.020490547436017,0.1027459444286786,0.0597574352620383,0.2120822446921291
LRIG2-DT,IV: Basal,0.0063727645363425,0.1295847316921116,0.0597574352620383,0.2120822446921291
LRIG2,I: Ubiquitous,0.0697717795334336,0.1158736501059395,0.0597574352620383,0.2120822446921291
MAGI3,I: Ubiquitous,0.1562459753882501,0.195154836344436,0.0597574352620383,0.2120822446921291
PHTF1,I: Ubiquitous,0.0691367235552476,0.0926951920201987,0.0597574352620383,0.2120822446921291
RSBN1,I: Ubiquitous,0.1172544265178059,0.059800588691201,0.0597574352620383,0.2120822446921291
PTPN22,IV: Basal,0.0307180573504398,0.1913857811209009,0.0597574352620383,0.2120822446921291
BCL2L15,IV: Basal,0.0106627231022706,0.1532977870378959,0.0597574352620383,0.2120822446921291
AP4B1,IV: Basal,0.0250380811539366,0.0462428681538441,0.0597574352620383,0.2120822446921291
DCLRE1B,IV: Basal,0.0085266257210994,0.0708631235212809,0.0597574352620383,0.2120822446921291
HIPK1,I: Ubiquitous,0.1349649386926728,0.0528632695065487,0.0597574352620383,0.2120822446921291
OLFML3,IV: Basal,0.0100809585348414,0.1655591021050999,0.0597574352620383,0.2120822446921291
TRIM33,I: Ubiquitous,0.1755241432295483,0.0727911607349227,0.0597574352620383,0.2120822446921291
BCAS2,I: Ubiquitous,0.1603316502129436,0.0455180721042718,0.0597574352620383,0.2120822446921291
DENND2C,IV: Basal,0.0176438979114207,0.1262244724620897,0.0597574352620383,0.2120822446921291
NRAS,I: Ubiquitous,0.0779076015756493,0.07446365606087,0.0597574352620383,0.2120822446921291
CSDE1,I: Ubiquitous,0.4418302046834268,0.0614297549106281,0.0597574352620383,0.2120822446921291
SIKE1,I: Ubiquitous,0.1210692033378186,0.0488277608013698,0.0597574352620383,0.2120822446921291
TSPAN2,IV: Basal,0.018247867233332,0.1511244511930444,0.0597574352620383,0.2120822446921291
VANGL1,IV: Basal,0.0433525626507147,0.1392468396620121,0.0597574352620383,0.2120822446921291
SLC22A15,IV: Basal,0.055804988964237,0.1438145584424748,0.0597574352620383,0.2120822446921291
MAB21L3,IV: Basal,0.0167690305848288,0.1821026495086636,0.0597574352620383,0.2120822446921291
ATP1A1,I: Ubiquitous,0.591019509097288,0.1989255430825034,0.0597574352620383,0.2120822446921291
ATP1A1-AS1,IV: Basal,0.0520834721130488,0.1244951562429086,0.0597574352620383,0.2120822446921291
LINC01762,I: Ubiquitous,0.0931356221994253,0.1745869230505533,0.0597574352620383,0.2120822446921291
CD58,I: Ubiquitous,0.1255234770869138,0.0676862241803189,0.0597574352620383,0.2120822446921291
IGSF3,I: Ubiquitous,0.1027325170865585,0.1901586145718253,0.0597574352620383,0.2120822446921291
CD2,I: Ubiquitous,0.0623287458310573,0.2075148379960698,0.0597574352620383,0.2120822446921291
PTGFRN,IV: Basal,0.0477357811854674,0.164809067373458,0.0597574352620383,0.2120822446921291
TTF2,IV: Basal,0.0380456263295096,0.067728597690341,0.0597574352620383,0.2120822446921291
TRIM45,IV: Basal,0.0153612491506681,0.1707756181955897,0.0597574352620383,0.2120822446921291
VTCN1,I: Ubiquitous,0.0656994275614294,0.2051273340865718,0.0597574352620383,0.2120822446921291
MAN1A2,I: Ubiquitous,0.2242546974158106,0.0758349717697314,0.0597574352620383,0.2120822446921291
TENT5C,IV: Basal,0.0383209652850868,0.1007249836805538,0.0597574352620383,0.2120822446921291
GDAP2,I: Ubiquitous,0.0859812503053153,0.1024761554792845,0.0597574352620383,0.2120822446921291
WDR3,IV: Basal,0.0464034959165456,0.0778110116644742,0.0597574352620383,0.2120822446921291
SPAG17,II: Gradient,0.0697895433370193,0.2250487177676708,0.0597574352620383,0.2120822446921291
WARS2,I: Ubiquitous,0.0640029843190023,0.1093777472437944,0.0597574352620383,0.2120822446921291
WARS2-AS1,I: Ubiquitous,0.0738707772108163,0.166610699907255,0.0597574352620383,0.2120822446921291
ENSG00000227712,III: Patchy,0.0100898404366342,0.2387005392856135,0.0597574352620383,0.2120822446921291
HAO2,IV: Basal,0.0551743739369473,0.166963483970953,0.0597574352620383,0.2120822446921291
LINC00622,IV: Basal,0.0099743757133277,0.1654224135302132,0.0597574352620383,0.2120822446921291
ZNF697,IV: Basal,0.0369931209670614,0.1735756282893318,0.0597574352620383,0.2120822446921291
PHGDH,I: Ubiquitous,0.1484521065650577,0.1727389513179986,0.0597574352620383,0.2120822446921291
HMGCS2,I: Ubiquitous,0.0976964787700342,0.1477025661042842,0.0597574352620383,0.2120822446921291
NOTCH2,I: Ubiquitous,0.1107884020126389,0.1127340547207665,0.0597574352620383,0.2120822446921291
SEC22B,I: Ubiquitous,0.2179263423884322,0.0209241234259302,0.0597574352620383,0.2120822446921291
NBPF26,IV: Basal,0.0193980735155011,0.0964444329602034,0.0597574352620383,0.2120822446921291
ENSG00000287979,IV: Basal,0.0091439178956998,0.1398677574365834,0.0597574352620383,0.2120822446921291
LINC00623,I: Ubiquitous,0.1019953192377551,0.0935422242855391,0.0597574352620383,0.2120822446921291
FCGR1BP_ENSG00000198019,IV: Basal,0.0052802906158266,0.1376919399578233,0.0597574352620383,0.2120822446921291
SRGAP2C,IV: Basal,0.050728982089645,0.1147853660272226,0.0597574352620383,0.2120822446921291
ENSG00000232721,IV: Basal,0.0061640398442114,0.1317795263551618,0.0597574352620383,0.2120822446921291
LINC02591,IV: Basal,0.0291903702420762,0.1036648422041464,0.0597574352620383,0.2120822446921291
LINC02802,I: Ubiquitous,0.0781696176785373,0.136710054578803,0.0597574352620383,0.2120822446921291
ENSG00000237343,IV: Basal,0.0051825896961057,0.1584413450795491,0.0597574352620383,0.2120822446921291
NBPF15,IV: Basal,0.0275960688702665,0.136172461949911,0.0597574352620383,0.2120822446921291
SRGAP2B,IV: Basal,0.0473494184574801,0.1204361857437429,0.0597574352620383,0.2120822446921291
ENSG00000276216,IV: Basal,0.0061418350897294,0.1693908953625333,0.0597574352620383,0.2120822446921291
NBPF20,IV: Basal,0.0079803887608414,0.107827937006565,0.0597574352620383,0.2120822446921291
GPR89A,IV: Basal,0.0471984261270023,0.1084513670549094,0.0597574352620383,0.2120822446921291
PDZK1,I: Ubiquitous,0.2391185600660813,0.1896650115253911,0.0597574352620383,0.2120822446921291
CD160,IV: Basal,0.0069900567109429,0.1720031197683171,0.0597574352620383,0.2120822446921291
RNF115,I: Ubiquitous,0.1883496094183686,0.0797327636810173,0.0597574352620383,0.2120822446921291
POLR3C,IV: Basal,0.04400094148159,0.0697207297055153,0.0597574352620383,0.2120822446921291
NUDT17,IV: Basal,0.0116574961030655,0.097948111039513,0.0597574352620383,0.2120822446921291
PIAS3,IV: Basal,0.0330317927674673,0.0920550146420566,0.0597574352620383,0.2120822446921291
ANKRD35,IV: Basal,0.0050227154638351,0.1794465020925309,0.0597574352620383,0.2120822446921291
PEX11B,I: Ubiquitous,0.06671196436581,0.0851171087266358,0.0597574352620383,0.2120822446921291
RBM8A,I: Ubiquitous,0.3209963717431176,0.1058326298414827,0.0597574352620383,0.2120822446921291
LIX1L-AS1,IV: Basal,0.0104140298520719,0.0836876159373773,0.0597574352620383,0.2120822446921291
LIX1L,IV: Basal,0.0421712697122707,0.0677483763402868,0.0597574352620383,0.2120822446921291
POLR3GL,I: Ubiquitous,0.1271355422623092,0.0670891651990815,0.0597574352620383,0.2120822446921291
TXNIP,I: Ubiquitous,0.6561105263859097,0.1536556726388422,0.0597574352620383,0.2120822446921291
ENSG00000287190,IV: Basal,0.0074696794077547,0.1135001843954444,0.0597574352620383,0.2120822446921291
LINC01719,IV: Basal,0.0093526425878309,0.1338076190520926,0.0597574352620383,0.2120822446921291
NBPF10,IV: Basal,0.0082113182074545,0.120663202389363,0.0597574352620383,0.2120822446921291
NOTCH2NLA,IV: Basal,0.0094681073111374,0.1248625637523946,0.0597574352620383,0.2120822446921291
ENSG00000287978,IV: Basal,0.054175159985256,0.0796619685142391,0.0597574352620383,0.2120822446921291
NBPF12,IV: Basal,0.047567025051404,0.1077407165538699,0.0597574352620383,0.2120822446921291
PRKAB2,IV: Basal,0.0563823125807698,0.1045610945435789,0.0597574352620383,0.2120822446921291
ENSG00000237188,IV: Basal,0.0508844153710192,0.1365339058209738,0.0597574352620383,0.2120822446921291
FMO5,IV: Basal,0.0484418923779959,0.1328654533125144,0.0597574352620383,0.2120822446921291
CHD1L,IV: Basal,0.0102985651287653,0.0777529969028676,0.0597574352620383,0.2120822446921291
BCL9,I: Ubiquitous,0.0696785195646091,0.1536184622547803,0.0597574352620383,0.2120822446921291
ACP6,I: Ubiquitous,0.0660413807804527,0.1404263586376094,0.0597574352620383,0.2120822446921291
GJA5,IV: Basal,0.0152324615746723,0.1413780097583141,0.0597574352620383,0.2120822446921291
ENSG00000234190,III: Patchy,0.006466024505167,0.2329235291399076,0.0597574352620383,0.2120822446921291
GPR89B,IV: Basal,0.0501738632275942,0.1254625923776025,0.0597574352620383,0.2120822446921291
NBPF11,IV: Basal,0.0424332858151587,0.1144117666766695,0.0597574352620383,0.2120822446921291
ENSG00000227733,IV: Basal,0.0130652775372262,0.1793567883875144,0.0597574352620383,0.2120822446921291
LINC01138,I: Ubiquitous,0.0653441514897169,0.1176421818497693,0.0597574352620383,0.2120822446921291
NBPF14,IV: Basal,0.0190827660018563,0.1146717311693124,0.0597574352620383,0.2120822446921291
PDE4DIP,I: Ubiquitous,0.1424790276093917,0.1064967483663295,0.0597574352620383,0.2120822446921291
NBPF9,IV: Basal,0.0182789538896068,0.118122381321152,0.0597574352620383,0.2120822446921291
ENSG00000274265,I: Ubiquitous,0.1538212161988124,0.0744680694566982,0.0597574352620383,0.2120822446921291
ENSG00000272755,IV: Basal,0.006137394138833,0.1114142588156112,0.0597574352620383,0.2120822446921291
NOTCH2NLC,IV: Basal,0.0169955190805455,0.1254122544411362,0.0597574352620383,0.2120822446921291
NBPF19,IV: Basal,0.0212721547937844,0.0946325296772627,0.0597574352620383,0.2120822446921291
FCGR1A,IV: Basal,0.0105516993298605,0.1253608795231988,0.0597574352620383,0.2120822446921291
H2BC18,IV: Basal,0.0077494593142283,0.0731735894808697,0.0597574352620383,0.2120822446921291
ENSG00000264207,IV: Basal,0.0086243266408203,0.1011628128188108,0.0597574352620383,0.2120822446921291
H2BC21,IV: Basal,0.0207303587844229,0.0983079874684431,0.0597574352620383,0.2120822446921291
H2AC20,IV: Basal,0.0546947512401355,0.050304605373238,0.0597574352620383,0.2120822446921291
BOLA1,I: Ubiquitous,0.0845290593621906,0.0837658556727171,0.0597574352620383,0.2120822446921291
SF3B4,I: Ubiquitous,0.1267402976325291,0.0556818582426983,0.0597574352620383,0.2120822446921291
MTMR11,IV: Basal,0.035216740608499,0.1595324593793624,0.0597574352620383,0.2120822446921291
OTUD7B,I: Ubiquitous,0.0809496529396874,0.1443973480226283,0.0597574352620383,0.2120822446921291
ENSG00000285184,IV: Basal,0.02662794157485,0.110077022007405,0.0597574352620383,0.2120822446921291
VPS45,I: Ubiquitous,0.1148296673283683,0.0917188317593653,0.0597574352620383,0.2120822446921291
PLEKHO1,I: Ubiquitous,0.0620756116299622,0.1370823741939489,0.0597574352620383,0.2120822446921291
ANP32E,I: Ubiquitous,0.1935366400653708,0.0713142649702149,0.0597574352620383,0.2120822446921291
APH1A,I: Ubiquitous,0.2195339666129311,0.0496797901342137,0.0597574352620383,0.2120822446921291
C1orf54,I: Ubiquitous,0.0957557832283048,0.1160443102148251,0.0597574352620383,0.2120822446921291
CIART,IV: Basal,0.0125856548404144,0.1432996633994623,0.0597574352620383,0.2120822446921291
MRPS21,I: Ubiquitous,0.4587990780585939,0.0958392485050021,0.0597574352620383,0.2120822446921291
PRPF3,I: Ubiquitous,0.0726761614196831,0.0854327059880309,0.0597574352620383,0.2120822446921291
RPRD2,I: Ubiquitous,0.1717715397220852,0.0869545333028372,0.0597574352620383,0.2120822446921291
TARS2,IV: Basal,0.0395866362905625,0.0832295612097797,0.0597574352620383,0.2120822446921291
ECM1,IV: Basal,0.0104051479502791,0.1521861236792797,0.0597574352620383,0.2120822446921291
ADAMTSL4,IV: Basal,0.0101919823072516,0.1408639178948227,0.0597574352620383,0.2120822446921291
ADAMTSL4-AS1,IV: Basal,0.0274628403433743,0.1240844566592388,0.0597574352620383,0.2120822446921291
MCL1,I: Ubiquitous,0.1896685718346012,0.0808938554443516,0.0597574352620383,0.2120822446921291
ENSA,I: Ubiquitous,0.2989648143460477,0.0697143088689335,0.0597574352620383,0.2120822446921291
GOLPH3L,I: Ubiquitous,0.0959378622150574,0.0821536147326264,0.0597574352620383,0.2120822446921291
CTSS,I: Ubiquitous,0.1146697930960977,0.177141505754425,0.0597574352620383,0.2120822446921291
CTSK,IV: Basal,0.0145840827437971,0.1507448744027119,0.0597574352620383,0.2120822446921291
ARNT,I: Ubiquitous,0.0881262295882794,0.1021570457679818,0.0597574352620383,0.2120822446921291
SETDB1,IV: Basal,0.0562091154958099,0.0887806603698842,0.0597574352620383,0.2120822446921291
CERS2,I: Ubiquitous,0.2220297810167113,0.076151925254992,0.0597574352620383,0.2120822446921291
ANXA9,IV: Basal,0.0409766539211375,0.1397849261053656,0.0597574352620383,0.2120822446921291
MINDY1,I: Ubiquitous,0.0664765939683005,0.1273428780474971,0.0597574352620383,0.2120822446921291
PRUNE1,IV: Basal,0.0551521691824653,0.1042557652023087,0.0597574352620383,0.2120822446921291
BNIPL,IV: Basal,0.0080558849260803,0.0981595467213979,0.0597574352620383,0.2120822446921291
C1orf56,I: Ubiquitous,0.1759771202209817,0.0999477239834962,0.0597574352620383,0.2120822446921291
CDC42SE1,I: Ubiquitous,0.2192008952957007,0.1318534419558308,0.0597574352620383,0.2120822446921291
MLLT11,IV: Basal,0.0145929646455899,0.0872546375085548,0.0597574352620383,0.2120822446921291
GABPB2,IV: Basal,0.0578789130328585,0.102304165107216,0.0597574352620383,0.2120822446921291
SEMA6C,IV: Basal,0.0233416379115096,0.1576735191439068,0.0597574352620383,0.2120822446921291
TNFAIP8L2,IV: Basal,0.0131896241623256,0.1806776623246329,0.0597574352620383,0.2120822446921291
SCNM1,I: Ubiquitous,0.0789245793309263,0.0599400487378339,0.0597574352620383,0.2120822446921291
LYSMD1,IV: Basal,0.025140223024554,0.1272360867784455,0.0597574352620383,0.2120822446921291
VPS72,I: Ubiquitous,0.0893741367901695,0.0720320716373353,0.0597574352620383,0.2120822446921291
PIP5K1A,I: Ubiquitous,0.1121029234779751,0.1155650367353484,0.0597574352620383,0.2120822446921291
PSMD4,I: Ubiquitous,0.225111800938817,0.0538717953479974,0.0597574352620383,0.2120822446921291
ZNF687-AS1,IV: Basal,0.0105161717226892,0.0944692609708987,0.0597574352620383,0.2120822446921291
ZNF687,IV: Basal,0.0316151294315138,0.085307568773955,0.0597574352620383,0.2120822446921291
PI4KB,I: Ubiquitous,0.1036162663149433,0.0854732981636743,0.0597574352620383,0.2120822446921291
RFX5,IV: Basal,0.0397154238665583,0.0599588646957352,0.0597574352620383,0.2120822446921291
RFX5-AS1,IV: Basal,0.0079493021045666,0.0878886649165933,0.0597574352620383,0.2120822446921291
SELENBP1,I: Ubiquitous,0.1226412999551464,0.1718160278337603,0.0597574352620383,0.2120822446921291
PSMB4,I: Ubiquitous,0.2811210736442887,0.0593958855513038,0.0597574352620383,0.2120822446921291
POGZ,I: Ubiquitous,0.2323549918508551,0.1061735917920366,0.0597574352620383,0.2120822446921291
CGN,I: Ubiquitous,0.0727250118795436,0.2014402145324505,0.0597574352620383,0.2120822446921291
TUFT1,IV: Basal,0.0398575342952432,0.1596047646332664,0.0597574352620383,0.2120822446921291
