gene,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value
ENSG00000139973,38384,detect_continuous,1e-06,0.03626511046269279,0.1682835367742191,1,0.06593763873835846,1.0,1.0,,
ENSG00000154001,38384,detect_continuous,1e-06,0.2225145894122551,0.07511443340997805,-1,-0.05398298215854241,1.0,1.0,,
ENSG00000140006,38384,detect_continuous,1e-06,0.06059816590245936,0.08394081123822042,1,0.06270421733763303,1.0,1.0,,
ENSG00000274015,38384,detect_continuous,1e-06,0.12197790746144227,0.09442587644712964,1,0.08786043007886273,1.0,1.0,,
ENSG00000126821,38384,detect_continuous,1e-06,0.10290746144226762,0.07118358304168872,1,0.05387616689834749,1.0,1.0,,
ENSG00000054654,38384,detect_continuous,1e-06,0.6582690704460191,0.13970351557402202,-1,-0.11562190037531231,1.0,1.0,,
ENSG00000140009,38384,detect_continuous,1e-06,0.03269591496456857,0.1443734238607261,-1,-0.09253563329608595,1.0,1.0,,
ENSG00000100714,38384,detect_continuous,1e-06,0.11270320967069612,0.054493593675425736,1,0.008882163528772897,1.0,1.0,,
ENSG00000258824,38384,detect_continuous,1e-06,0.013078365985827428,0.1363565568646601,1,0.060653787840904486,1.0,1.0,,
ENSG00000089775,38384,detect_continuous,1e-06,0.060129220508545224,0.07710809675858113,1,0.027171799319185695,1.0,1.0,,
ENSG00000179841,38384,detect_continuous,1e-06,0.011671529804085035,0.08902262590588128,-1,-0.042669204106700144,1.0,1.0,,
ENSG00000126804,38384,detect_continuous,1e-06,0.17926740308461858,0.08777885789636541,-1,-0.045208390516809804,1.0,1.0,,
ENSG00000259116,38384,detect_continuous,1e-06,0.01464151729887453,0.1402381015766096,1,0.010118215365868892,1.0,1.0,,
ENSG00000126803,38384,detect_continuous,1e-06,0.42551583993330555,0.11300280552887212,-1,-0.03292467444898347,1.0,1.0,,
ENSG00000165807,38384,detect_continuous,1e-06,0.015084410170904543,0.08018254219795752,-1,-0.04299635540479192,1.0,1.0,,
ENSG00000126822,38384,detect_continuous,1e-06,0.12682367653188828,0.06950846255036192,-1,-0.021576278549264454,1.0,1.0,,
ENSG00000070182,38384,detect_continuous,1e-06,0.0070862859524802,0.05222131236065422,-1,-0.015382293742961085,1.0,1.0,low_coverage_expr,
ENSG00000258289,38384,detect_continuous,1e-06,0.3504064193413923,0.040948696486852065,-1,-0.004156316373565457,1.0,1.0,,
ENSG00000139998,38384,detect_continuous,1e-06,0.018471238015839934,0.11193374739689249,1,0.09749749072568761,1.0,1.0,,
ENSG00000257365,38384,detect_continuous,1e-06,0.0654699874947895,0.0628984789385376,1,0.026387828968453472,1.0,1.0,,
ENSG00000125952,38384,detect_continuous,1e-06,0.11687161317215507,0.03830977612303794,1,0.009371132398042499,1.0,1.0,,
ENSG00000033170,38384,detect_continuous,1e-06,0.06450604418507712,0.09866170183102205,-1,-0.050063816993020496,1.0,1.0,,
ENSG00000258561,38384,detect_continuous,1e-06,0.05684660275114631,0.08423039777296613,-1,-0.040882265052290534,1.0,1.0,,
ENSG00000171723,38384,detect_continuous,1e-06,0.33227386411004584,0.14244959361176396,-1,-0.04321443154306766,1.0,1.0,,
ENSG00000072415,38384,detect_continuous,1e-06,0.11416215089620675,0.06532873196270175,-1,-0.023097619021347486,1.0,1.0,,
ENSG00000286319,38384,detect_continuous,1e-06,0.006877865777407253,0.11667072881170548,-1,-0.03035721352563588,1.0,0.7222222222222222,low_coverage_expr,
ENSG00000100554,38384,detect_continuous,1e-06,0.2969205919132972,0.040149423818179014,-1,-0.01556241311016159,1.0,1.0,,
ENSG00000134001,38384,detect_continuous,1e-06,0.13643705710712797,0.036887151127505374,-1,-0.0052330704333013725,1.0,1.0,,
ENSG00000100558,38384,detect_continuous,1e-06,0.005444977073780742,0.15392679156789324,-1,-0.06728579175368658,1.0,0.8472222222222222,low_coverage_expr,
ENSG00000054690,38384,detect_continuous,1e-06,0.03725510629428929,0.08363261113415874,-1,-0.030967688018423145,1.0,1.0,,
ENSG00000100564,38384,detect_continuous,1e-06,0.13779178824510213,0.09403042912581391,1,0.07035338490447825,1.0,1.0,,
ENSG00000081181,38384,detect_continuous,1e-06,0.060520008336807006,0.10311609468015497,1,0.046851268700118034,1.0,1.0,,
ENSG00000286861,38384,detect_continuous,1e-06,0.00997811588161734,0.11138597565897258,1,0.06598590545499589,1.0,0.9444444444444444,low_coverage_expr,
ENSG00000100568,38384,detect_continuous,1e-06,0.33467069612338474,0.05248912010269879,-1,-0.012656353918216613,1.0,1.0,,
