gene,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value
ENSG00000284797,38384,detect_continuous,1e-06,0.012322842851187996,0.0778139488189054,-1,-0.005590739678898597,1.0,0.6666666666666666,,
ENSG00000130518,38384,detect_continuous,1e-06,0.016178616090037515,0.08179455057030924,1,0.05142445708299075,1.0,1.0,,
ENSG00000130522,38384,detect_continuous,1e-06,0.43103897457273865,0.12579232352170483,1,0.029527347009791167,1.0,1.0,,
ENSG00000130520,38384,detect_continuous,1e-06,0.3134639433097124,0.08720963015110633,-1,-0.023333970201362846,1.0,1.0,,
ENSG00000130517,38384,detect_continuous,1e-06,0.07995518966235932,0.06391725690938978,1,0.04435360515482736,1.0,1.0,,
ENSG00000130513,38384,detect_continuous,1e-06,0.22921008753647354,0.12768427620437797,1,0.11907349865443523,1.0,1.0,,
ENSG00000175489,38384,detect_continuous,1e-06,0.011202584410170904,0.17514248295797216,1,0.16223491347380792,1.0,1.0,,
ENSG00000130511,38384,detect_continuous,1e-06,0.12205606502709462,0.049785002762390146,1,0.015555276670004257,1.0,1.0,,
ENSG00000105655,38384,detect_continuous,1e-06,0.23006982075864943,0.04347725997519857,-1,-0.011390567478048699,1.0,1.0,,
ENSG00000105656,38384,detect_continuous,1e-06,0.06653814089203836,0.09101671113280471,1,0.07047758940735879,1.0,1.0,,
ENSG00000105701,38384,detect_continuous,1e-06,0.3220091704877032,0.056321475208007586,-1,-0.009700440912168587,1.0,1.0,,
ENSG00000105700,38384,detect_continuous,1e-06,0.08490516882034181,0.07874266589416214,1,0.06270088881557995,1.0,1.0,,
ENSG00000221983,38384,detect_continuous,1e-06,0.6944560233430596,0.12768673840428957,-1,-0.001864711051283773,1.0,1.0,,
ENSG00000006015,38384,detect_continuous,1e-06,0.36116611087953315,0.04163270036988582,-1,-0.010399650632004436,1.0,1.0,,
ENSG00000167487,38384,detect_continuous,1e-06,0.02902250937890788,0.12852419592876183,1,0.12224342083402012,1.0,1.0,,
ENSG00000105662,38384,detect_continuous,1e-06,0.12614631096290121,0.07546620298039129,1,0.020766352042764533,1.0,1.0,,
ENSG00000105664,38384,detect_continuous,1e-06,0.005418924551896623,0.11822366592440499,1,0.007650640266707793,1.0,0.4444444444444444,low_coverage_expr,
ENSG00000005007,38384,detect_continuous,1e-06,0.14000625260525218,0.04948346613903861,1,0.03513679674850603,1.0,1.0,,
ENSG00000105669,38384,detect_continuous,1e-06,0.3807055022926219,0.09594886171407763,-1,-0.029819819359071433,1.0,1.0,,
ENSG00000105671,38384,detect_continuous,1e-06,0.07974676948728637,0.07624223143669884,1,0.052291443218185164,1.0,1.0,,
ENSG00000051128,38384,detect_continuous,1e-06,0.07982492705293873,0.06475278204789799,1,0.008836671792345766,1.0,1.0,,
ENSG00000064607,38384,detect_continuous,1e-06,0.20109941642350979,0.08271977906133347,-1,-0.03228400099009498,1.0,1.0,,
ENSG00000105676,38384,detect_continuous,1e-06,0.05009899958315965,0.05835686870563118,1,0.024127857882382666,1.0,1.0,,
ENSG00000181035,38384,detect_continuous,1e-06,0.03173197165485619,0.06605361444236998,1,0.05029302221077811,1.0,1.0,,
ENSG00000064545,38384,detect_continuous,1e-06,0.07776677782409337,0.07970774546257424,1,0.05240535217693627,1.0,1.0,,
ENSG00000213999,38384,detect_continuous,1e-06,0.02256148395164652,0.06435922044371876,1,0.03121796846116591,1.0,1.0,,
ENSG00000254901,38384,detect_continuous,1e-06,0.10142246769487287,0.07301563723372055,1,0.03263158737363034,1.0,1.0,,
ENSG00000064490,38384,detect_continuous,1e-06,0.12520842017507294,0.048213203278795205,1,0.03141819282096202,1.0,1.0,,
ENSG00000184162,38384,detect_continuous,1e-06,0.037098791162984576,0.0798090884787119,1,0.034265016221054295,1.0,1.0,,
ENSG00000105705,38384,detect_continuous,1e-06,0.056950812838682786,0.0564771081257153,1,0.029899120085286397,1.0,1.0,,
ENSG00000129933,38384,detect_continuous,1e-06,0.08837015423092956,0.06946915131372777,1,0.040871656760079034,1.0,1.0,,
ENSG00000167491,38384,detect_continuous,1e-06,0.14164756148395163,0.047956960142563516,-1,-0.008238268923470059,1.0,1.0,,
ENSG00000186010,38384,detect_continuous,1e-06,0.8127344726969571,0.1528522774602184,1,0.03270511834957393,1.0,1.0,,
ENSG00000250067,38384,detect_continuous,1e-06,0.03319091288036682,0.08531191526223558,1,0.04103636374042273,1.0,1.0,,
ENSG00000105717,38384,detect_continuous,1e-06,0.03704668611921634,0.09908089787787314,-1,-0.0012304699595872767,1.0,1.0,,
ENSG00000064547,38384,detect_continuous,1e-06,0.033112755314714463,0.06579223423885015,1,0.0156921315123781,1.0,1.0,,
ENSG00000089639,38384,detect_continuous,1e-06,0.007216548561900792,0.06339929240794798,-1,-0.010153888357340237,1.0,1.0,low_coverage_expr,
ENSG00000105726,38384,detect_continuous,1e-06,0.12090975406419341,0.07754247163897485,1,0.050010199650504766,1.0,1.0,,
ENSG00000181896,38384,detect_continuous,1e-06,0.022743851604835347,0.08870735809208471,1,0.07488114533526907,1.0,1.0,,
ENSG00000105708,38384,detect_continuous,1e-06,0.03676010837849104,0.06421965433202748,1,0.04339725475221801,1.0,1.0,,
ENSG00000266904,38384,detect_continuous,1e-06,0.029413297207169654,0.05583328532737165,1,0.02841128381591286,1.0,1.0,,
ENSG00000287533,38384,detect_continuous,1e-06,0.006461025427261359,0.056405220095552766,-1,-0.02639919642070201,1.0,0.4444444444444444,low_coverage_expr,
ENSG00000081665,38384,detect_continuous,1e-06,0.13547311379741558,0.06906884118831487,-1,-0.010486752716977795,1.0,1.0,,
ENSG00000267481,38384,detect_continuous,1e-06,0.006773655689870779,0.06921941756355747,1,0.0443027427896376,1.0,1.0,low_coverage_expr,
ENSG00000256771,38384,detect_continuous,1e-06,0.06200500208420175,0.07309389028895232,1,0.022753911545009876,1.0,1.0,,
ENSG00000184635,38384,detect_continuous,1e-06,0.019252813672363485,0.08082833242431577,-1,-0.02283333112895282,1.0,1.0,,
ENSG00000197124,38384,detect_continuous,1e-06,0.06825760733639016,0.0810989701795257,1,0.0647822049107377,1.0,1.0,,
ENSG00000213988,38384,detect_continuous,1e-06,0.0389745727386411,0.10444824323971298,1,0.05556153158832639,1.0,1.0,,
ENSG00000267383,38384,detect_continuous,1e-06,0.06630366819508128,0.07358900592096532,1,0.012610453741435436,1.0,1.0,,
ENSG00000256229,38384,detect_continuous,1e-06,0.07122759483117966,0.0679687962049659,1,0.04807926783516998,1.0,1.0,,
ENSG00000269043,38384,detect_continuous,1e-06,0.057107127969987494,0.11183231710596105,-1,-0.02942302377928931,1.0,1.0,,
ENSG00000237440,38384,detect_continuous,1e-06,0.11275531471446436,0.07585719744892044,1,0.02469297461267764,1.0,1.0,,
ENSG00000188171,38384,detect_continuous,1e-06,0.1577219674864527,0.032734128666521416,-1,-0.004881087458353513,1.0,1.0,,
ENSG00000268416,38384,detect_continuous,1e-06,0.00612234264276782,0.08530658369638812,-1,-0.0005636483799393276,1.0,0.9583333333333334,low_coverage_expr,
ENSG00000160229,38384,detect_continuous,1e-06,0.024541475614839516,0.10017330208798825,-1,-0.04666785582933269,1.0,1.0,,
ENSG00000105750,38384,detect_continuous,1e-06,0.029413297207169654,0.07658104045217888,1,0.046780590536386196,1.0,1.0,,
ENSG00000118620,38384,detect_continuous,1e-06,0.05632555231346394,0.06436667603557877,1,0.02044248938766822,1.0,1.0,,
ENSG00000160352,38384,detect_continuous,1e-06,0.034415381408920385,0.06627858617016887,-1,-0.025898712510660858,1.0,1.0,,
ENSG00000196705,38384,detect_continuous,1e-06,0.1093945393914131,0.09021377119389698,1,0.00529532171025324,1.0,1.0,,
ENSG00000182141,38384,detect_continuous,1e-06,0.07620362651104627,0.08028838975456082,1,0.004307839858092036,1.0,1.0,,
ENSG00000172687,38384,detect_continuous,1e-06,0.031836181742392666,0.07008798084974373,1,0.012960718772702353,1.0,1.0,,
ENSG00000196268,38384,detect_continuous,1e-06,0.17924135056273446,0.09197760325223554,1,0.0019610994508634876,1.0,1.0,,
ENSG00000197013,38384,detect_continuous,1e-06,0.12315027094622759,0.05410229856213547,-1,-0.007428102336161057,1.0,1.0,,
ENSG00000268081,38384,detect_continuous,1e-06,0.016673614005835766,0.10856234764972206,1,0.0021477704132935004,1.0,1.0,,
ENSG00000268555,38384,detect_continuous,1e-06,0.014250729470612756,0.06425877409545999,-1,-0.048943960231609594,1.0,1.0,,
ENSG00000197020,38384,detect_continuous,1e-06,0.05246977907461442,0.08374003591120818,-1,-0.02385281129523771,1.0,1.0,,
ENSG00000198521,38384,detect_continuous,1e-06,0.0776625677365569,0.06766842436711172,-1,-0.03401507586924838,1.0,1.0,,
ENSG00000160321,38384,detect_continuous,1e-06,0.06966444351813256,0.08386659595125039,-1,-0.004108643315670071,1.0,1.0,,
ENSG00000197134,38384,detect_continuous,1e-06,0.014693622342642768,0.06353623522852135,1,0.0001398329200809617,1.0,1.0,,
ENSG00000196109,38384,detect_continuous,1e-06,0.08065860775323051,0.09229271460411236,-1,-0.01806484442459437,1.0,1.0,,
ENSG00000197360,38384,detect_continuous,1e-06,0.1266934139224677,0.07504832520778193,-1,-0.021572767303427044,1.0,1.0,,
ENSG00000270947,38384,detect_continuous,1e-06,0.006591288036681951,0.14158822901753132,1,0.10866816989603938,1.0,1.0,low_coverage_expr,
ENSG00000268981,38384,detect_continuous,1e-06,0.00531471446436015,0.05822681882606963,1,0.01935811817092127,1.0,0.5416666666666666,low_coverage_expr,
ENSG00000213973,38384,detect_continuous,1e-06,0.018653605669028763,0.11700284953708279,1,0.09824955520046946,1.0,1.0,,
ENSG00000269067,38384,detect_continuous,1e-06,0.006226552730304293,0.07022497168976768,-1,-0.025000074793760853,1.0,0.875,low_coverage_expr,
ENSG00000183850,38384,detect_continuous,1e-06,0.006148395164651938,0.1194827572868524,-1,-0.0769350653835544,1.0,0.7361111111111112,low_coverage_expr,
ENSG00000196081,38384,detect_continuous,1e-06,0.006825760733639016,0.08166013220423443,-1,-0.008428984922351605,1.0,0.9861111111111112,low_coverage_expr,
ENSG00000284428,38384,detect_continuous,1e-06,0.03647353063776573,0.0656545605342996,1,0.03215343044418229,1.0,1.0,,
ENSG00000167232,38384,detect_continuous,1e-06,0.2345508545227178,0.07857639564760029,-1,-0.032185474339645775,1.0,1.0,,
ENSG00000197372,38384,detect_continuous,1e-06,0.038245102125885784,0.04486328722582485,-1,-0.007564951959399636,1.0,1.0,,
ENSG00000196172,38384,detect_continuous,1e-06,0.01464151729887453,0.0665069654317545,1,0.03471844723242886,1.0,1.0,,
ENSG00000267924,38384,detect_continuous,1e-06,0.009144435181325553,0.0911285576345869,-1,-0.05536725748671165,1.0,0.5833333333333334,low_coverage_expr,
ENSG00000213967,38384,detect_continuous,1e-06,0.04301271363067945,0.06882465171345363,1,0.05264679039891266,1.0,1.0,,
ENSG00000269289,38384,detect_continuous,1e-06,0.013000208420175073,0.07702951078295071,1,0.03566907185446885,1.0,1.0,,
