gene,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value
ENSG00000075643,38384,detect_continuous,1e-06,0.007503126302626094,0.15085445499895253,-1,-0.038744416772133854,1.0,0.9583333333333334,low_coverage_expr,
ENSG00000134775,38384,detect_continuous,1e-06,0.27623488953730724,0.1288105215331255,-1,-0.10375841044478425,1.0,1.0,,
ENSG00000134779,38384,detect_continuous,1e-06,0.14644122551062944,0.059632657664664114,-1,-0.045970094946966515,1.0,1.0,,
ENSG00000150477,38384,detect_continuous,1e-06,0.1615516882034181,0.13472894859608972,-1,-0.06981283151124701,1.0,1.0,,
ENSG00000101489,38384,detect_continuous,1e-06,0.007789704043351396,0.08830627796809623,1,0.052891396564711854,1.0,1.0,low_coverage_expr,
ENSG00000267707,38384,detect_continuous,1e-06,0.008779699874947896,0.10363273350156928,-1,-0.017064426260688617,1.0,0.8194444444444444,low_coverage_expr,
ENSG00000267374,38384,detect_continuous,1e-06,0.0059399749895789914,0.22456333951698287,-1,-0.17479923813076503,1.0,0.6388888888888888,low_coverage_expr,
ENSG00000267313,38384,detect_continuous,1e-06,0.006226552730304293,0.04962922107194723,-1,-0.02398507127550938,1.0,0.5,low_coverage_expr,
ENSG00000078142,38384,detect_continuous,1e-06,0.19857232180075032,0.08615809049349886,-1,-0.0502889938890634,1.0,1.0,,
ENSG00000267586,38384,detect_continuous,1e-06,0.021805960817007086,0.13596078078184326,-1,-0.03266348948871209,1.0,0.8888888888888888,,
ENSG00000267414,38384,detect_continuous,1e-06,0.00515839933305544,0.08899912185689265,1,0.02764307994345926,1.0,1.0,low_coverage_expr,
ENSG00000152217,38384,detect_continuous,1e-06,0.3373280533555648,0.14537217831348054,-1,-0.08284659449756554,1.0,1.0,,
ENSG00000132874,38384,detect_continuous,1e-06,0.009639433097123801,0.16878420100817948,-1,-0.12130047346855509,1.0,0.7638888888888888,low_coverage_expr,
ENSG00000152223,38384,detect_continuous,1e-06,0.09248645268862025,0.07895729435671749,1,0.008138594990097343,1.0,1.0,,
ENSG00000152229,38384,detect_continuous,1e-06,0.025479366402667777,0.07963361626615105,1,0.037301815895228074,1.0,1.0,,
ENSG00000152234,38384,detect_continuous,1e-06,0.6527719883284702,0.09170957750483122,1,0.015477508848144897,1.0,1.0,,
ENSG00000152240,38384,detect_continuous,1e-06,0.04275218841183827,0.06591250140015244,-1,-0.005360003496373577,1.0,1.0,,
ENSG00000152242,38384,detect_continuous,1e-06,0.09584722801167153,0.06071595209580032,1,0.025361611873283934,1.0,1.0,,
ENSG00000141622,38384,detect_continuous,1e-06,0.048926636098374325,0.08059305772608295,1,0.017322545905019485,1.0,1.0,,
ENSG00000101638,38384,detect_continuous,1e-06,0.018888078365985828,0.07800494224804459,1,0.006213455212964899,1.0,1.0,,
ENSG00000270112,38384,detect_continuous,1e-06,0.014954147561483952,0.0885217905524699,1,0.012542519555631359,1.0,1.0,,
ENSG00000078043,38384,detect_continuous,1e-06,0.2561744476865361,0.0914341144015747,-1,-0.02416785152210888,1.0,1.0,,
ENSG00000167216,38384,detect_continuous,1e-06,0.12466131721550647,0.08132433758707196,-1,-0.0017789795575195197,1.0,1.0,,
ENSG00000266957,38384,detect_continuous,1e-06,0.00901417257190496,0.079233159208836,-1,-0.049776673983103356,1.0,0.5,low_coverage_expr,
ENSG00000167220,38384,detect_continuous,1e-06,0.13899020425177158,0.0436361025691326,1,0.011607461202052756,1.0,1.0,,
ENSG00000134049,38384,detect_continuous,1e-06,0.26143705710712795,0.04328196261942132,-1,-0.013939109332870372,1.0,1.0,,
ENSG00000175387,38384,detect_continuous,1e-06,0.26391204668611923,0.0951673645719703,-1,-0.04718023287498466,1.0,1.0,,
ENSG00000184828,38384,detect_continuous,1e-06,0.015813880783659858,0.1557191415364362,-1,-0.11760929948092347,1.0,1.0,,
ENSG00000134030,38384,detect_continuous,1e-06,0.1203105460608587,0.07289747110791765,1,0.00350021732581034,1.0,1.0,,
ENSG00000101665,38384,detect_continuous,1e-06,0.10421008753647353,0.05271678373312361,1,0.029979461629371224,1.0,1.0,,
ENSG00000264269,38384,detect_continuous,1e-06,0.005288661942476031,0.09046971364058087,1,0.050573047606821325,1.0,0.9722222222222222,low_coverage_expr,
ENSG00000141627,38384,detect_continuous,1e-06,0.22287932471863275,0.10938323099589414,-1,-0.08579513455449446,1.0,1.0,,
ENSG00000177576,38384,detect_continuous,1e-06,0.5363953730721134,0.10605055208967358,1,0.007288634820492181,1.0,1.0,,
ENSG00000265681,38384,detect_continuous,1e-06,0.8018966235931638,0.18278490731639466,1,0.056515256099422616,1.0,1.0,,
ENSG00000101670,38384,detect_continuous,1e-06,0.04444560233430596,0.079208096338608,1,0.05342701998949004,1.0,1.0,,
ENSG00000167315,38384,detect_continuous,1e-06,0.336051479783243,0.07546129800653047,-1,-0.01962176612505919,1.0,1.0,,
