gene,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value
ENSG00000135441,38384,detect_continuous,1e-06,0.4900739891621509,0.11934265936162729,-1,-0.010708234551660452,1.0,1.0,,
ENSG00000135437,38384,detect_continuous,1e-06,0.016803876615256355,0.07176141092787165,1,0.03355874379690831,1.0,1.0,,
ENSG00000135404,38384,detect_continuous,1e-06,0.7464047519799917,0.11024899422148109,-1,-0.020426232039626027,1.0,1.0,,
ENSG00000258056,38384,detect_continuous,1e-06,0.014407044601917466,0.07730229387924409,1,0.02221101438557351,1.0,1.0,,
ENSG00000135414,38384,detect_continuous,1e-06,0.012140475197999167,0.06930649779458037,1,0.03352909880370228,1.0,1.0,,
ENSG00000205323,38384,detect_continuous,1e-06,0.21902355147978325,0.05770268343293983,-1,-0.0549165278932355,1.0,1.0,,
ENSG00000123353,38384,detect_continuous,1e-06,0.12070133388912047,0.072869510253978,1,0.03269159031988229,1.0,1.0,,
ENSG00000135392,38384,detect_continuous,1e-06,0.05588265944143393,0.08635154180567665,1,0.06678481108757081,1.0,1.0,,
ENSG00000170473,38384,detect_continuous,1e-06,0.08037203001250522,0.08282551634113704,1,0.06782539517222569,1.0,1.0,,
ENSG00000065357,38384,detect_continuous,1e-06,0.01735097957482284,0.09230025195380542,1,0.008615649005974465,1.0,1.0,,
ENSG00000185664,38384,detect_continuous,1e-06,0.005106294289287203,0.07361499528031254,1,0.034379335598895895,1.0,1.0,low_coverage_expr,
ENSG00000123374,38384,detect_continuous,1e-06,0.029595664860358483,0.08586625584380442,1,0.007188620480994928,1.0,1.0,,
ENSG00000111540,38384,detect_continuous,1e-06,0.15483013755731556,0.048854746505999504,1,0.03830862673996639,1.0,1.0,,
ENSG00000139531,38384,detect_continuous,1e-06,0.09102751146310963,0.12129577245045092,1,0.1118687562593845,1.0,1.0,,
ENSG00000123411,38384,detect_continuous,1e-06,0.03303459774906211,0.07662403419756482,1,0.05826199741796651,1.0,1.0,,
ENSG00000197728,38384,detect_continuous,1e-06,0.7952011254689454,0.18864505865742853,1,0.10023656213270847,1.0,1.0,,
ENSG00000065361,38384,detect_continuous,1e-06,0.08250833680700292,0.0804804107975027,1,0.061540958568879374,1.0,1.0,,
ENSG00000170515,38384,detect_continuous,1e-06,0.2315808670279283,0.054276388167316135,-1,-0.014227589535492321,1.0,1.0,,
ENSG00000229117,38384,detect_continuous,1e-06,0.9429710295956648,0.23017951586918065,1,0.1140132637391001,1.0,1.0,,
ENSG00000139641,38384,detect_continuous,1e-06,0.051297415589829094,0.07496284525210878,1,0.002557730805136288,1.0,1.0,,
ENSG00000135482,38384,detect_continuous,1e-06,0.017324927052938723,0.06771439273792744,1,0.0510072903300945,1.0,1.0,,
ENSG00000257809,38384,detect_continuous,1e-06,0.005679449770737807,0.11117481084376311,1,0.05203654389941971,1.0,0.6805555555555556,low_coverage_expr,
ENSG00000196465,38384,detect_continuous,1e-06,0.32912150896206754,0.10318429784840195,-1,-0.04352596651458372,1.0,1.0,,
ENSG00000092841,38384,detect_continuous,1e-06,0.8091392246769488,0.14833236935776173,-1,-0.07303867889741372,1.0,1.0,,
ENSG00000139613,38384,detect_continuous,1e-06,0.17244164235097958,0.05575126126141522,1,0.002246614335714389,1.0,1.0,,
ENSG00000181852,38384,detect_continuous,1e-06,0.06520946227594832,0.07092533027914598,1,0.056370010995738365,1.0,1.0,,
ENSG00000139579,38384,detect_continuous,1e-06,0.0676062942892872,0.09028308687938782,1,0.0641621774000764,1.0,1.0,,
ENSG00000139645,38384,detect_continuous,1e-06,0.05134952063359733,0.06219976227271968,1,0.0061595425365139865,1.0,1.0,,
ENSG00000135469,38384,detect_continuous,1e-06,0.08422780325135473,0.12143862773310102,1,0.11297592293521236,1.0,1.0,,
ENSG00000062485,38384,detect_continuous,1e-06,0.20289704043351398,0.04856462340035707,-1,-0.0027724915608326396,1.0,1.0,,
ENSG00000257303,38384,detect_continuous,1e-06,0.11991975823259692,0.09709936697711971,1,0.08399036445736112,1.0,1.0,,
ENSG00000257727,38384,detect_continuous,1e-06,0.3831023343059608,0.05978097485742772,1,0.0004067309567659859,1.0,1.0,,
ENSG00000135473,38384,detect_continuous,1e-06,0.10035431429762401,0.09106961469679078,1,0.04746615351481967,1.0,1.0,,
ENSG00000170581,38384,detect_continuous,1e-06,0.10410587744893705,0.058838200652914084,1,0.008848224157980986,1.0,1.0,,
ENSG00000111602,38384,detect_continuous,1e-06,0.02191017090454356,0.09093262781790423,1,0.012593279044486974,1.0,1.0,,
ENSG00000176422,38384,detect_continuous,1e-06,0.07758441017090455,0.09802163746826269,1,0.07822361724310055,1.0,1.0,,
ENSG00000135423,38384,detect_continuous,1e-06,0.01302626094205919,0.10150317116173768,1,0.08591307068744035,1.0,1.0,,
ENSG00000076067,38384,detect_continuous,1e-06,0.08732805335556482,0.06517613674506093,-1,-0.008432645076837086,1.0,1.0,,
ENSG00000076108,38384,detect_continuous,1e-06,0.13315443934972906,0.06744078701234595,1,0.02957302028303166,1.0,1.0,,
ENSG00000110955,38384,detect_continuous,1e-06,0.7442944977073781,0.14242674699726995,1,0.028667096447785718,1.0,1.0,,
ENSG00000110958,38384,detect_continuous,1e-06,0.4702740725302209,0.0967757984262954,-1,-0.02393562826649331,1.0,1.0,,
ENSG00000196531,38384,detect_continuous,1e-06,0.7171738224260108,0.181940118207153,1,0.038889392931793706,1.0,1.0,,
ENSG00000198056,38384,detect_continuous,1e-06,0.02501042100875365,0.07631633684022365,1,0.003216528792541515,1.0,1.0,,
ENSG00000166860,38384,detect_continuous,1e-06,0.009431012922050855,0.07260183574121601,1,0.06357489504482154,1.0,1.0,low_coverage_expr,
ENSG00000166881,38384,detect_continuous,1e-06,0.03970404335139641,0.08537101007231226,1,0.020627877765750743,1.0,1.0,,
ENSG00000166886,38384,detect_continuous,1e-06,0.022822009170487705,0.08074609705267771,1,0.06873854757162018,1.0,1.0,,
ENSG00000166888,38384,detect_continuous,1e-06,0.10410587744893705,0.06369255225857175,1,0.029975133705223214,1.0,1.0,,
ENSG00000123384,38384,detect_continuous,1e-06,0.05176636098374322,0.07588170960522338,1,0.05052274988877995,1.0,1.0,,
ENSG00000182379,38384,detect_continuous,1e-06,0.0064870779491454774,0.07757036582804139,1,0.03103888202350644,1.0,1.0,low_coverage_expr,
ENSG00000182199,38384,detect_continuous,1e-06,0.04897874114214256,0.07981222063215371,1,0.046065661738448026,1.0,1.0,,
ENSG00000185482,38384,detect_continuous,1e-06,0.005418924551896623,0.09023603880944665,-1,-0.009699150243277709,1.0,1.0,low_coverage_expr,
ENSG00000179912,38384,detect_continuous,1e-06,0.25703418090871194,0.10329016774285889,-1,-0.07205136003852101,1.0,1.0,,
ENSG00000166986,38384,detect_continuous,1e-06,0.06982075864943726,0.07056224895107657,1,0.051103841255452136,1.0,1.0,,
ENSG00000175197,38384,detect_continuous,1e-06,0.19682680283451437,0.05194699930589979,1,0.04654051049000688,1.0,1.0,,
ENSG00000166987,38384,detect_continuous,1e-06,0.12395789912463527,0.08488601864604119,1,0.042414609672092186,1.0,1.0,,
ENSG00000175203,38384,detect_continuous,1e-06,0.18882867861609004,0.04897472692944963,-1,-0.04277737202707309,1.0,1.0,,
ENSG00000155980,38384,detect_continuous,1e-06,0.005992080033347228,0.12830811181788257,1,0.09521174125959939,1.0,0.9166666666666666,low_coverage_expr,
ENSG00000166908,38384,detect_continuous,1e-06,0.16118695289704044,0.08616303881388108,1,0.07953745213313043,1.0,1.0,,
ENSG00000178498,38384,detect_continuous,1e-06,0.09264276781992496,0.08325038038783804,1,0.07150057984028299,1.0,1.0,,
ENSG00000135506,38384,detect_continuous,1e-06,0.2730043768236765,0.05494733424163656,1,0.00899070827750802,1.0,1.0,,
ENSG00000135452,38384,detect_continuous,1e-06,0.1622551062942893,0.0668605295809972,1,0.031184380915562058,1.0,1.0,,
ENSG00000135446,38384,detect_continuous,1e-06,0.1285431429762401,0.06058595523556577,1,0.020297019837264237,1.0,1.0,,
ENSG00000139266,38384,detect_continuous,1e-06,0.07914756148395165,0.06836847164879455,1,0.044723975221035286,1.0,1.0,,
ENSG00000037897,38384,detect_continuous,1e-06,0.022613588995414755,0.08451075073976129,1,0.06308339077600769,1.0,1.0,,
ENSG00000123427,38384,detect_continuous,1e-06,0.022795956648603583,0.08654324963046808,1,0.06758154188544248,1.0,1.0,,
ENSG00000123297,38384,detect_continuous,1e-06,0.15542934556065027,0.06156252258807153,1,0.031020235644837628,1.0,1.0,,
ENSG00000135407,38384,detect_continuous,1e-06,0.07289495623176323,0.10113476621473025,1,0.07111772163806283,1.0,1.0,,
ENSG00000175215,38384,detect_continuous,1e-06,0.17126927886619425,0.048662705935821296,1,0.041805602686273535,1.0,1.0,,
ENSG00000166896,38384,detect_continuous,1e-06,0.02936119216340142,0.08050464481172687,1,0.06632921240973842,1.0,1.0,,
ENSG00000257698,38384,detect_continuous,1e-06,0.11507398916215089,0.10121696807583087,1,0.0873871647546342,1.0,1.0,,
ENSG00000139263,38384,detect_continuous,1e-06,0.07477073780741976,0.08099815375637535,-1,-0.02066873613361842,1.0,1.0,,
ENSG00000257443,38384,detect_continuous,1e-06,0.006851813255523135,0.10298960838152646,-1,-0.07646702151897869,1.0,0.6805555555555556,low_coverage_expr,
ENSG00000118596,38384,detect_continuous,1e-06,0.5660431429762401,0.10305644997955689,-1,-0.059011840506706555,1.0,1.0,,
ENSG00000198673,38384,detect_continuous,1e-06,0.07026365152146728,0.08274891580173192,1,0.018250787971831807,1.0,1.0,,
ENSG00000135655,38384,detect_continuous,1e-06,0.2290016673614006,0.09946806956012134,-1,-0.0643560188326206,1.0,1.0,,
ENSG00000061987,38384,detect_continuous,1e-06,0.27399437265527304,0.10485050003489521,-1,-0.02961061579116641,1.0,1.0,,
ENSG00000257354,38384,detect_continuous,1e-06,0.06364631096290121,0.11228111073910926,1,0.006498735953059052,1.0,1.0,,
ENSG00000275180,38384,detect_continuous,1e-06,0.029908295122967905,0.0891156510161792,1,0.06065865163803922,1.0,1.0,,
ENSG00000111110,38384,detect_continuous,1e-06,0.1606919549812422,0.1237837088573124,-1,-0.06511593530077225,1.0,1.0,,
ENSG00000177990,38384,detect_continuous,1e-06,0.12096185910796164,0.10144314977416831,1,0.039699642568082,1.0,1.0,,
ENSG00000249753,38384,detect_continuous,1e-06,0.005705502292621926,0.09564843226459226,1,0.054792503068086765,1.0,0.8194444444444444,low_coverage_expr,
ENSG00000118600,38384,detect_continuous,1e-06,0.12010212588578574,0.04828245324346059,1,0.027924063823050144,1.0,1.0,,
ENSG00000196935,38384,detect_continuous,1e-06,0.158894330971238,0.13355691717447604,-1,-0.06840181954594897,1.0,1.0,,
ENSG00000255886,38384,detect_continuous,1e-06,0.006721550646102543,0.07973557096724124,-1,-0.0424778138869071,1.0,0.5,low_coverage_expr,
ENSG00000174206,38384,detect_continuous,1e-06,0.0316017090454356,0.0844983149745046,1,0.07506614935827294,1.0,1.0,,
ENSG00000185306,38384,detect_continuous,1e-06,0.010863901625677366,0.0870838850664043,1,0.02212095771579842,1.0,1.0,,
ENSG00000184575,38384,detect_continuous,1e-06,0.09897353063776573,0.06470988128254518,1,0.04409387166692204,1.0,1.0,,
ENSG00000183735,38384,detect_continuous,1e-06,0.10186536056690287,0.04508021462659156,1,0.013053170992062407,1.0,1.0,,
ENSG00000153179,38384,detect_continuous,1e-06,0.027355147978324303,0.09874703857908497,-1,-0.03327774064360917,1.0,1.0,,
ENSG00000135677,38384,detect_continuous,1e-06,0.3299030846185911,0.048864540879534596,-1,-0.010989123254305655,1.0,1.0,,
ENSG00000111490,38384,detect_continuous,1e-06,0.05557002917882451,0.07457113893351511,1,0.00523648148598599,1.0,1.0,,
ENSG00000255693,38384,detect_continuous,1e-06,0.028475406419341393,0.10888010750261881,1,0.003023315744388938,1.0,1.0,,
