gene,n_cells_total,expr_threshold_mode,expr_threshold_value,coverage_expr,spatial_score,spatial_sign,r_mean_bg,coverage_bg,coverage_fg,warnings,p_value
ENSG00000184719,38384,detect_continuous,1e-06,0.11846081700708629,0.0571633577579671,-1,-0.004075056783116778,1.0,1.0,,
ENSG00000138134,38384,detect_continuous,1e-06,0.014198624426844518,0.1384278139596914,1,0.06933869564597382,1.0,0.8055555555555556,,
ENSG00000107796,38384,detect_continuous,1e-06,0.016334931221342226,0.06715485486030508,1,0.01849106980973962,1.0,1.0,,
ENSG00000026103,38384,detect_continuous,1e-06,0.03436327636515215,0.1376231234024128,1,0.05923828441453552,1.0,1.0,,
ENSG00000107798,38384,detect_continuous,1e-06,0.22493747394747812,0.05458044315917031,1,0.011787472333199215,1.0,1.0,,
ENSG00000119922,38384,detect_continuous,1e-06,0.04835348061692372,0.059817349174940346,1,0.0529859461476945,1.0,1.0,,
ENSG00000232110,38384,detect_continuous,1e-06,0.027537515631513132,0.07564913677266423,1,0.03155059595436992,1.0,1.0,,
ENSG00000119917,38384,detect_continuous,1e-06,0.07484889537307211,0.05158900025645405,1,0.03902296626549879,1.0,1.0,,
ENSG00000185745,38384,detect_continuous,1e-06,0.14417465610671112,0.04701412171032422,1,0.02062027847323921,1.0,1.0,,
ENSG00000152778,38384,detect_continuous,1e-06,0.060311588161734056,0.05970038587094446,1,0.05041000456896497,1.0,1.0,,
ENSG00000152779,38384,detect_continuous,1e-06,0.5745102125885786,0.06366325521218667,1,0.03376291533363472,1.0,1.0,,
ENSG00000234452,38384,detect_continuous,1e-06,0.005887869945810755,0.05372800800745451,-1,-0.021099173830868668,1.0,0.4444444444444444,low_coverage_expr,
ENSG00000152782,38384,detect_continuous,1e-06,0.17033138807836598,0.06740693101133996,1,0.011689188503503468,1.0,1.0,,
ENSG00000235100,38384,detect_continuous,1e-06,0.0199822842851188,0.11941032334149858,1,0.03892652103985666,1.0,1.0,,
ENSG00000138182,38384,detect_continuous,1e-06,0.04316902876198416,0.0942937104652643,-1,-0.025139939367589667,1.0,1.0,,
ENSG00000232229,38384,detect_continuous,1e-06,0.01630887869945811,0.09583523245682364,1,0.06555912078798885,1.0,1.0,,
ENSG00000280560,38384,detect_continuous,1e-06,0.00854522717799083,0.09742409559477722,-1,-0.07804605302416741,1.0,0.7083333333333334,low_coverage_expr,
ENSG00000148688,38384,detect_continuous,1e-06,0.10496561067111296,0.05314364000546661,1,0.010627050628067763,1.0,1.0,,
ENSG00000180628,38384,detect_continuous,1e-06,0.2638859941642351,0.08824364931237233,-1,-0.08117771971770331,1.0,1.0,,
ENSG00000165338,38384,detect_continuous,1e-06,0.11001979991663192,0.09677304962095169,-1,-0.028950809560384854,1.0,1.0,,
