gene,coverage,A1_abs,A2_abs
Dctn6,0.10632780082987552,0.10599522458412705,0.1540503017923842
Dcun1d5,0.14367219917012447,0.14396042734886244,0.02405476607989682
Ddah2,0.3137966804979253,0.31358909460077544,0.10514304448996895
Ddb1,0.11410788381742738,0.11371929622943092,0.10536025897254521
Ddit4,0.1628630705394191,0.16419023262921234,0.2242097468731663
Ddost,0.15508298755186722,0.1549632374533646,0.05774452605352864
Ddx39b,0.1825726141078838,0.18242783163994758,0.049844312814075184
Ddx5,0.6991701244813278,0.7002862800353323,0.03294929524471493
Ddx50,0.11410788381742738,0.11435811654085877,0.090217587566611
Decr1,0.10321576763485477,0.10277913299364497,0.18830407808806854
Degs1,0.2925311203319502,0.29388098468188356,0.12386405356491288
Dek,0.10995850622406639,0.1103283724636973,0.03846917131937969
Des,0.1566390041493776,0.1560845890115812,0.4322372936125062
Dkk3,0.19605809128630705,0.1935940928672812,0.2790113152734523
Dlk1,0.1654564315352697,0.1639198494673165,0.22499112247724298
Dlst,0.10892116182572614,0.1089087051435648,0.13038726311580837
Dnaja1,0.258298755186722,0.25935407954332107,0.17151806168249423
Dnaja2,0.1607883817427386,0.1610513791193928,0.0510494884899617
Dnajb1,0.19294605809128632,0.1932861069077259,0.13060575691745518
Dnajc15,0.11047717842323651,0.11045861451938366,0.2075993375663521
Dnajc19,0.17427385892116182,0.1746400153000161,0.06330634313836986
Dnajc7,0.10269709543568464,0.10272299708723939,0.028932076345445517
Dnajc8,0.13641078838174273,0.1365803487285781,0.04552635917131862
Dnpep,0.10425311203319503,0.10409405405953048,0.029313078910469484
Dpep1,0.29979253112033194,0.295897966761528,0.2717015906077213
Dph3,0.10269709543568464,0.10279011959393157,0.06219673801634393
Dpm2,0.10736514522821576,0.10753733112360445,0.043923601793110376
Dpm3,0.15197095435684646,0.15170888698146823,0.06700731634931935
Dpt,0.2567427385892116,0.2527485545161611,0.3370299067082875
Dpy30,0.10269709543568464,0.1032540022951389,0.12697141681627502
Dpysl3,0.12966804979253113,0.12873923670784304,0.12039590804436742
Drap1,0.1146265560165975,0.11411949517762193,0.12745080120888355
Dstn,0.11566390041493776,0.11571476423885817,0.13168851268936957
Dusp1,0.28319502074688796,0.2840633849630625,0.07525252567869876
Dync1i2,0.26089211618257263,0.26097949691329836,0.0343181964656652
Dynll1,0.5783195020746889,0.5787951453705892,0.06243580922054019
Dynlrb1,0.47147302904564314,0.4715131912187278,0.02114929482150361
Ebf1,0.14678423236514523,0.14712112402818123,0.10304072109300465
Ece1,0.1462655601659751,0.14887360115903364,0.4612075213325255
Ech1,0.3236514522821577,0.3232459173263247,0.10008735539532251
Echs1,0.12655601659751037,0.12581232700334483,0.10721882444087115
Eci1,0.1078838174273859,0.10770312852454557,0.2760287198256606
Eci2,0.11670124481327801,0.11646741942203426,0.07345956156631492
Ecm1,0.17323651452282157,0.1727350465090071,0.08064561482547747
Ecm2,0.10321576763485477,0.10274437418631958,0.13461535039472497
Ecscr,0.1675311203319502,0.17062316644493586,0.458197822424578
Edf1,0.20695020746887965,0.20743312463808558,0.05442153558475044
Eef1a1,0.6675311203319502,0.6672367480179804,0.04576968460676797
Eef1b2,0.5005186721991701,0.5001471176049322,0.04664084702600282
Eef1d,0.20435684647302904,0.20418775727085373,0.06806100367070521
Eef1g,0.2712655601659751,0.27185771713544366,0.07647697772673313
Eef2,0.5969917012448133,0.5978615363890355,0.04547236629944875
Egfl7,0.35632780082987553,0.3617153210102643,0.40875703881594894
Egr1,0.2743775933609959,0.27264522798393814,0.14499277240349803
Ehd1,0.1690871369294606,0.17030773020975726,0.19566556755275522
Ehd2,0.1524896265560166,0.15317090252257787,0.23253357968435953
Eif1,0.8967842323651453,0.8970286986024767,0.0066831564693684
Eif1ax,0.1146265560165975,0.11495305327403503,0.08284450055737197
Eif1b,0.17946058091286307,0.17921709156212412,0.04391515160821619
Eif2s2,0.45902489626556015,0.4589538707034965,0.012303366510419366
Eif3c,0.11721991701244813,0.11755590824390419,0.05139388662059513
Eif3d,0.12863070539419086,0.12851052518757042,0.06893262104954494
Eif3e,0.22147302904564314,0.22168335045660217,0.06737953957818821
Eif3f,0.4170124481327801,0.417640180731645,0.0817259487479278
Eif3g,0.20228215767634855,0.2020274845610395,0.020139284656729158
Eif3h,0.3350622406639004,0.33588657473951794,0.06121321184274637
Eif3i,0.2157676348547718,0.21640423567455885,0.07426871006439885
Eif3k,0.43931535269709543,0.44001899346295986,0.03937841642736424
Eif3l,0.11721991701244813,0.11780838664393145,0.1097666560420632
Eif3m,0.26089211618257263,0.2613803656396194,0.07145111496952428
Eif4a1,0.345954356846473,0.3454274622326286,0.03240866726451007
Eif4a2,0.10114107883817428,0.10173149129787608,0.14260193605978372
Eif4a3,0.16804979253112035,0.16816448640791737,0.04398754009763038
Eif4e2,0.1395228215767635,0.13946550950659242,0.06159178550199694
Eif4ebp1,0.27593360995850624,0.27525376532464796,0.12281669692462868
Eif4g2,0.25311203319502074,0.2534996048276011,0.09142049807583083
Eif4h,0.22977178423236513,0.23014244924655383,0.08740842363564803
Eif5,0.2650414937759336,0.2655607588959682,0.08804745596220309
Eif5a,0.35892116182572614,0.358849717963022,0.02562250446253139
Eif5b,0.1862033195020747,0.18698031251986225,0.0964015532436279
Eif6,0.1078838174273859,0.10800200072942781,0.045110754888459864
Eln,0.7007261410788381,0.6995052290928148,0.06575727530510828
Elob,0.5430497925311203,0.5431437221404338,0.03540458382048096
Eloc,0.120850622406639,0.12095703314612453,0.034476702835491986
Elof1,0.11929460580912864,0.1194469762622897,0.042482019740743435
Elp2,0.14056016597510373,0.14082332874299106,0.0663705054014992
Emc10,0.11566390041493776,0.11534526189819745,0.0462823527265902
Emc2,0.10062240663900415,0.10042349509656566,0.055771880803954475
Emc6,0.12396265560165975,0.12439352214778263,0.11256660570193684
Emcn,0.22095435684647302,0.22545342968605145,0.47857623861343573
Emg1,0.11721991701244813,0.11768600879997586,0.12885041709895204
Emp1,0.20850622406639005,0.20884583149184507,0.22396658114913348
Emp3,0.3900414937759336,0.3898602432562585,0.05866154339972772
Eng,0.2863070539419087,0.2905714921531566,0.3578187209270052
Eno1,0.12551867219917012,0.12572112636788646,0.1918272059144158
Eny2,0.14678423236514523,0.1467496536688044,0.052052579843927256
Ergic3,0.14056016597510373,0.1403139258939626,0.034416789763934134
Erh,0.13848547717842324,0.1383573692747549,0.0299957510865002
Erp29,0.2287344398340249,0.2295801456012269,0.0763065601869409
Esam,0.2629668049792531,0.2660733697927737,0.30932462994218424
