geometry,N,C_bin_label,n_reps,S_mean,S_std,S_p90,S_p95,S_p99
disk,1000,0.10-0.20,100,0.08065506154462185,0.012726168822023896,0.09430471853126038,0.09916153671840623,0.1202777524594892
